#K-Path             Spin-Up       Spin-Down
#Band-index    1
  0.362       -7.2297       -7.2297
  0.338       -7.2108       -7.2108
  0.314       -7.1953       -7.1953
  0.290       -7.1834       -7.1834
  0.266       -7.1753       -7.1753
  0.241       -7.1708       -7.1708
  0.217       -7.1696       -7.1696
  0.193       -7.1713       -7.1713
  0.169       -7.1753       -7.1753
  0.145       -7.1808       -7.1808
  0.121       -7.1872       -7.1872
  0.097       -7.1936       -7.1936
  0.072       -7.1994       -7.1994
  0.048       -7.2041       -7.2041
  0.024       -7.2070       -7.2070
  0.000       -7.2080       -7.2080
#Band-index   37
  0.000       -6.8637       -6.8637
  0.024       -6.8617       -6.8617
  0.048       -6.8556       -6.8556
  0.072       -6.8452       -6.8452
  0.097       -6.8304       -6.8304
  0.121       -6.8109       -6.8109
  0.145       -6.7866       -6.7866
  0.169       -6.7577       -6.7577
  0.193       -6.7287       -6.7287
  0.217       -6.7263       -6.7263
  0.241       -6.7346       -6.7346
  0.266       -6.7418       -6.7418
  0.290       -6.7463       -6.7463
  0.314       -6.7476       -6.7476
  0.338       -6.7456       -6.7456
  0.362       -6.7402       -6.7402
  0.386       -6.7315       -6.7315
  0.410       -6.7199       -6.7199
  0.435       -6.7057       -6.7057
  0.459       -6.6891       -6.6891
  0.459       -6.6891       -6.6891
  0.483       -6.6915       -6.6915
  0.507       -6.6984       -6.6984
  0.531       -6.7082       -6.7082
  0.555       -6.7197       -6.7197
  0.579       -6.7312       -6.7312
  0.604       -6.7418       -6.7418
  0.628       -6.7507       -6.7507
  0.652       -6.7572       -6.7572
  0.676       -6.7609       -6.7609
  0.700       -6.7620       -6.7620
  0.724       -6.7605       -6.7605
  0.748       -6.7570       -6.7570
  0.772       -6.7519       -6.7519
  0.797       -6.7460       -6.7460
  0.821       -6.7434       -6.7434
  0.845       -6.7517       -6.7517
  0.869       -6.7576       -6.7576
  0.893       -6.7613       -6.7613
  0.917       -6.7625       -6.7625
  0.917       -6.7625       -6.7625
  0.951       -6.7610       -6.7610
  0.986       -6.7565       -6.7565
  1.020       -6.7492       -6.7492
  1.054       -6.7521       -6.7521
  1.088       -6.7652       -6.7652
  1.122       -6.7792       -6.7792
  1.156       -6.7921       -6.7921
  1.190       -6.8015       -6.8015
  1.225       -6.8042       -6.8042
  1.259       -6.7980       -6.7980
  1.293       -6.7828       -6.7828
  1.327       -6.7607       -6.7607
  1.361       -6.7351       -6.7351
  1.395       -6.7646       -6.7646
  1.429       -6.7998       -6.7998
  1.464       -6.8276       -6.8276
  1.498       -6.8476       -6.8476
  1.532       -6.8597       -6.8597
  1.566       -6.8637       -6.8637
  1.566       -6.8637       -6.8637
  1.582       -6.8634       -6.8634
  1.598       -6.8626       -6.8626
  1.614       -6.8613       -6.8613
  1.631       -6.8595       -6.8595
  1.647       -6.8572       -6.8572
  1.663       -6.8543       -6.8543
  1.679       -6.8510       -6.8510
  1.695       -6.8473       -6.8473
  1.711       -6.8431       -6.8431
  1.727       -6.8385       -6.8385
  1.743       -6.8336       -6.8336
  1.760       -6.8283       -6.8283
  1.776       -6.8227       -6.8227
  1.792       -6.8168       -6.8168
  1.808       -6.8107       -6.8107
  1.824       -6.8044       -6.8044
  1.840       -6.7979       -6.7979
  1.856       -6.7913       -6.7913
  1.873       -6.7846       -6.7846
  1.873       -6.7846       -6.7846
  1.897       -6.7828       -6.7828
  1.921       -6.7772       -6.7772
  1.945       -6.7679       -6.7679
  1.969       -6.7548       -6.7548
  1.993       -6.7379       -6.7379
  2.017       -6.7172       -6.7172
  2.042       -6.6931       -6.6931
  2.066       -6.6667       -6.6667
  2.090       -6.6437       -6.6437
  2.114       -6.6323       -6.6323
  2.138       -6.6262       -6.6262
  2.162       -6.6205       -6.6205
  2.186       -6.6138       -6.6138
  2.210       -6.6059       -6.6059
  2.235       -6.5965       -6.5965
  2.259       -6.5858       -6.5858
  2.283       -6.5739       -6.5739
  2.307       -6.5609       -6.5609
  2.331       -6.5474       -6.5474
  2.331       -6.5474       -6.5474
  2.355       -6.5690       -6.5690
  2.379       -6.5952       -6.5952
  2.404       -6.6231       -6.6231
  2.428       -6.6510       -6.6510
  2.452       -6.6781       -6.6781
  2.476       -6.7039       -6.7039
  2.500       -6.7283       -6.7283
  2.524       -6.7509       -6.7509
  2.548       -6.7718       -6.7718
  2.573       -6.7907       -6.7907
  2.597       -6.8076       -6.8076
  2.621       -6.8225       -6.8225
  2.645       -6.8354       -6.8354
  2.669       -6.8463       -6.8463
  2.693       -6.8552       -6.8552
  2.717       -6.8620       -6.8620
  2.742       -6.8669       -6.8669
  2.766       -6.8698       -6.8698
  2.790       -6.8708       -6.8708
  2.790       -6.8708       -6.8708
  2.824       -6.8689       -6.8689
  2.858       -6.8630       -6.8630
  2.892       -6.8533       -6.8533
  2.926       -6.8397       -6.8397
  2.961       -6.8224       -6.8224
  2.995       -6.8015       -6.8015
  3.029       -6.7775       -6.7775
  3.063       -6.7512       -6.7512
  3.097       -6.7239       -6.7239
  3.131       -6.6973       -6.6973
  3.165       -6.6739       -6.6739
  3.200       -6.6555       -6.6555
  3.234       -6.6568       -6.6568
  3.268       -6.6944       -6.6944
  3.302       -6.7263       -6.7263
  3.336       -6.7516       -6.7516
  3.370       -6.7699       -6.7699
  3.404       -6.7809       -6.7809
  3.438       -6.7846       -6.7846
  3.438       -6.6891       -6.6891
  3.455       -6.6887       -6.6887
  3.471       -6.6875       -6.6875
  3.487       -6.6855       -6.6855
  3.503       -6.6826       -6.6826
  3.519       -6.6790       -6.6790
  3.535       -6.6745       -6.6745
  3.551       -6.6692       -6.6692
  3.568       -6.6631       -6.6631
  3.584       -6.6562       -6.6562
  3.600       -6.6484       -6.6484
  3.616       -6.6398       -6.6398
  3.632       -6.6305       -6.6305
  3.648       -6.6203       -6.6203
  3.664       -6.6095       -6.6095
  3.681       -6.5979       -6.5979
  3.697       -6.5858       -6.5858
  3.713       -6.5732       -6.5732
  3.729       -6.5603       -6.5603
  3.745       -6.5474       -6.5474
  3.745       -6.7625       -6.7625
  3.761       -6.7617       -6.7617
  3.777       -6.7592       -6.7592
  3.793       -6.7550       -6.7550
  3.810       -6.7492       -6.7492
  3.826       -6.7432       -6.7432
  3.842       -6.7504       -6.7504
  3.858       -6.7589       -6.7589
  3.874       -6.7684       -6.7684
  3.890       -6.7790       -6.7790
  3.906       -6.7903       -6.7903
  3.923       -6.8022       -6.8022
  3.939       -6.8143       -6.8143
  3.955       -6.8264       -6.8264
  3.971       -6.8380       -6.8380
  3.987       -6.8486       -6.8486
  4.003       -6.8577       -6.8577
  4.019       -6.8648       -6.8648
  4.035       -6.8693       -6.8693
  4.052       -6.8708       -6.8708
#Band-index   38
  4.052       -6.8708       -6.8708
  4.035       -6.8693       -6.8693
  4.019       -6.8648       -6.8648
  4.003       -6.8577       -6.8577
  3.987       -6.8486       -6.8486
  3.971       -6.8380       -6.8380
  3.955       -6.8264       -6.8264
  3.939       -6.8143       -6.8143
  3.923       -6.8022       -6.8022
  3.906       -6.7903       -6.7903
  3.890       -6.7790       -6.7790
  3.874       -6.7684       -6.7684
  3.858       -6.7589       -6.7589
  3.842       -6.7504       -6.7504
  3.826       -6.7432       -6.7432
  3.810       -6.7492       -6.7492
  3.793       -6.7550       -6.7550
  3.777       -6.7592       -6.7592
  3.761       -6.7617       -6.7617
  3.745       -6.7625       -6.7625
  3.745       -6.5474       -6.5474
  3.729       -6.5603       -6.5603
  3.713       -6.5732       -6.5732
  3.697       -6.5858       -6.5858
  3.681       -6.5979       -6.5979
  3.664       -6.6095       -6.6095
  3.648       -6.6203       -6.6203
  3.632       -6.6305       -6.6305
  3.616       -6.6398       -6.6398
  3.600       -6.6484       -6.6484
  3.584       -6.6562       -6.6562
  3.568       -6.6631       -6.6631
  3.551       -6.6692       -6.6692
  3.535       -6.6745       -6.6745
  3.519       -6.6790       -6.6790
  3.503       -6.6826       -6.6826
  3.487       -6.6855       -6.6855
  3.471       -6.6875       -6.6875
  3.455       -6.6887       -6.6887
  3.438       -6.6891       -6.6891
  3.438       -6.7846       -6.7846
  3.404       -6.7809       -6.7809
  3.370       -6.7699       -6.7699
  3.336       -6.7516       -6.7516
  3.302       -6.7263       -6.7263
  3.268       -6.6944       -6.6944
  3.234       -6.6568       -6.6568
  3.200       -6.6555       -6.6555
  3.165       -6.6739       -6.6739
  3.131       -6.6973       -6.6973
  3.097       -6.7239       -6.7239
  3.063       -6.7512       -6.7512
  3.029       -6.7775       -6.7775
  2.995       -6.8015       -6.8015
  2.961       -6.8224       -6.8224
  2.926       -6.8397       -6.8397
  2.892       -6.8533       -6.8533
  2.858       -6.8630       -6.8630
  2.824       -6.8689       -6.8689
  2.790       -6.8708       -6.8708
  2.790       -6.8708       -6.8708
  2.766       -6.8698       -6.8698
  2.742       -6.8669       -6.8669
  2.717       -6.8620       -6.8620
  2.693       -6.8552       -6.8552
  2.669       -6.8463       -6.8463
  2.645       -6.8354       -6.8354
  2.621       -6.8225       -6.8225
  2.597       -6.8076       -6.8076
  2.573       -6.7907       -6.7907
  2.548       -6.7718       -6.7718
  2.524       -6.7509       -6.7509
  2.500       -6.7283       -6.7283
  2.476       -6.7039       -6.7039
  2.452       -6.6781       -6.6781
  2.428       -6.6510       -6.6510
  2.404       -6.6231       -6.6231
  2.379       -6.5952       -6.5952
  2.355       -6.5690       -6.5690
  2.331       -6.5474       -6.5474
  2.331       -6.5474       -6.5474
  2.307       -6.5609       -6.5609
  2.283       -6.5739       -6.5739
  2.259       -6.5858       -6.5858
  2.235       -6.5965       -6.5965
  2.210       -6.6059       -6.6059
  2.186       -6.6138       -6.6138
  2.162       -6.6205       -6.6205
  2.138       -6.6262       -6.6262
  2.114       -6.6323       -6.6323
  2.090       -6.6437       -6.6437
  2.066       -6.6667       -6.6667
  2.042       -6.6931       -6.6931
  2.017       -6.7172       -6.7172
  1.993       -6.7379       -6.7379
  1.969       -6.7548       -6.7548
  1.945       -6.7679       -6.7679
  1.921       -6.7772       -6.7772
  1.897       -6.7828       -6.7828
  1.873       -6.7846       -6.7846
  1.873       -6.7846       -6.7846
  1.856       -6.7779       -6.7779
  1.840       -6.7713       -6.7713
  1.824       -6.7647       -6.7647
  1.808       -6.7582       -6.7582
  1.792       -6.7519       -6.7519
  1.776       -6.7457       -6.7457
  1.760       -6.7399       -6.7399
  1.743       -6.7343       -6.7343
  1.727       -6.7290       -6.7290
  1.711       -6.7241       -6.7241
  1.695       -6.7196       -6.7196
  1.679       -6.7156       -6.7156
  1.663       -6.7120       -6.7120
  1.647       -6.7090       -6.7090
  1.631       -6.7064       -6.7064
  1.614       -6.7044       -6.7044
  1.598       -6.7030       -6.7030
  1.582       -6.7021       -6.7021
  1.566       -6.7018       -6.7018
  1.566       -6.7018       -6.7018
  1.532       -6.6982       -6.6982
  1.498       -6.6875       -6.6875
  1.464       -6.6697       -6.6697
  1.429       -6.6859       -6.6859
  1.395       -6.7092       -6.7092
  1.361       -6.7223       -6.7223
  1.327       -6.6744       -6.6744
  1.293       -6.6302       -6.6302
  1.259       -6.6424       -6.6424
  1.225       -6.6743       -6.6743
  1.190       -6.7022       -6.7022
  1.156       -6.7236       -6.7236
  1.122       -6.7378       -6.7378
  1.088       -6.7445       -6.7445
  1.054       -6.7447       -6.7447
  1.020       -6.7412       -6.7412
  0.986       -6.7491       -6.7491
  0.951       -6.7591       -6.7591
  0.917       -6.7625       -6.7625
  0.917       -6.7625       -6.7625
  0.893       -6.7613       -6.7613
  0.869       -6.7576       -6.7576
  0.845       -6.7517       -6.7517
  0.821       -6.7434       -6.7434
  0.797       -6.7460       -6.7460
  0.772       -6.7519       -6.7519
  0.748       -6.7570       -6.7570
  0.724       -6.7605       -6.7605
  0.700       -6.7620       -6.7620
  0.676       -6.7609       -6.7609
  0.652       -6.7572       -6.7572
  0.628       -6.7507       -6.7507
  0.604       -6.7418       -6.7418
  0.579       -6.7312       -6.7312
  0.555       -6.7197       -6.7197
  0.531       -6.7082       -6.7082
  0.507       -6.6984       -6.6984
  0.483       -6.6915       -6.6915
  0.459       -6.6891       -6.6891
  0.459       -6.6891       -6.6891
  0.435       -6.6705       -6.6705
  0.410       -6.6502       -6.6502
  0.386       -6.6285       -6.6285
  0.362       -6.6058       -6.6058
  0.338       -6.5828       -6.5828
  0.314       -6.5607       -6.5607
  0.290       -6.5477       -6.5477
  0.266       -6.5837       -6.5837
  0.241       -6.6326       -6.6326
  0.217       -6.6762       -6.6762
  0.193       -6.7026       -6.7026
  0.169       -6.6963       -6.6963
  0.145       -6.6847       -6.6847
  0.121       -6.6731       -6.6731
  0.097       -6.6732       -6.6732
  0.072       -6.6857       -6.6857
  0.048       -6.6946       -6.6946
  0.024       -6.7000       -6.7000
  0.000       -6.7018       -6.7018
#Band-index   39
  0.000       -6.6415       -6.6415
  0.024       -6.6429       -6.6429
  0.048       -6.6470       -6.6470
  0.072       -6.6537       -6.6537
  0.097       -6.6625       -6.6625
  0.121       -6.6574       -6.6574
  0.145       -6.6384       -6.6384
  0.169       -6.6166       -6.6166
  0.193       -6.5927       -6.5927
  0.217       -6.5681       -6.5681
  0.241       -6.5477       -6.5477
  0.266       -6.5483       -6.5483
  0.290       -6.5424       -6.5424
  0.314       -6.5459       -6.5459
  0.338       -6.5424       -6.5424
  0.362       -6.5373       -6.5373
  0.386       -6.5305       -6.5305
  0.410       -6.5217       -6.5217
  0.435       -6.5109       -6.5109
  0.459       -6.4983       -6.4983
  0.459       -6.4983       -6.4983
  0.483       -6.5020       -6.5020
  0.507       -6.5123       -6.5123
  0.531       -6.5277       -6.5277
  0.555       -6.5464       -6.5464
  0.579       -6.5669       -6.5669
  0.604       -6.5884       -6.5884
  0.628       -6.6100       -6.6100
  0.652       -6.6313       -6.6313
  0.676       -6.6518       -6.6518
  0.700       -6.6712       -6.6712
  0.724       -6.6892       -6.6892
  0.748       -6.7056       -6.7056
  0.772       -6.7202       -6.7202
  0.797       -6.7328       -6.7328
  0.821       -6.7399       -6.7399
  0.845       -6.7345       -6.7345
  0.869       -6.7301       -6.7301
  0.893       -6.7274       -6.7274
  0.917       -6.7264       -6.7264
  0.917       -6.7264       -6.7264
  0.951       -6.7285       -6.7285
  0.986       -6.7339       -6.7339
  1.020       -6.7403       -6.7403
  1.054       -6.7392       -6.7392
  1.088       -6.7267       -6.7267
  1.122       -6.7120       -6.7120
  1.156       -6.6955       -6.6955
  1.190       -6.6775       -6.6775
  1.225       -6.6585       -6.6585
  1.259       -6.6390       -6.6390
  1.293       -6.6195       -6.6195
  1.327       -6.6004       -6.6004
  1.361       -6.5825       -6.5825
  1.395       -6.6130       -6.6130
  1.429       -6.6447       -6.6447
  1.464       -6.6666       -6.6666
  1.498       -6.6527       -6.6527
  1.532       -6.6443       -6.6443
  1.566       -6.6415       -6.6415
  1.566       -6.6415       -6.6415
  1.582       -6.6422       -6.6422
  1.598       -6.6442       -6.6442
  1.614       -6.6473       -6.6473
  1.631       -6.6512       -6.6512
  1.647       -6.6557       -6.6557
  1.663       -6.6603       -6.6603
  1.679       -6.6647       -6.6647
  1.695       -6.6685       -6.6685
  1.711       -6.6714       -6.6714
  1.727       -6.6731       -6.6731
  1.743       -6.6735       -6.6735
  1.760       -6.6724       -6.6724
  1.776       -6.6697       -6.6697
  1.792       -6.6655       -6.6655
  1.808       -6.6597       -6.6597
  1.824       -6.6524       -6.6524
  1.840       -6.6436       -6.6436
  1.856       -6.6334       -6.6334
  1.873       -6.6219       -6.6219
  1.873       -6.6219       -6.6219
  1.897       -6.6221       -6.6221
  1.921       -6.6227       -6.6227
  1.945       -6.6235       -6.6235
  1.969       -6.6244       -6.6244
  1.993       -6.6252       -6.6252
  2.017       -6.6256       -6.6256
  2.042       -6.6249       -6.6249
  2.066       -6.6219       -6.6219
  2.090       -6.6112       -6.6112
  2.114       -6.5849       -6.5849
  2.138       -6.5505       -6.5505
  2.162       -6.5162       -6.5162
  2.186       -6.4919       -6.4919
  2.210       -6.4888       -6.4888
  2.235       -6.4968       -6.4968
  2.259       -6.5078       -6.5078
  2.283       -6.5202       -6.5202
  2.307       -6.5335       -6.5335
  2.331       -6.5472       -6.5472
  2.331       -6.5472       -6.5472
  2.355       -6.5332       -6.5332
  2.379       -6.5245       -6.5245
  2.404       -6.5173       -6.5173
  2.428       -6.5095       -6.5095
  2.452       -6.5006       -6.5006
  2.476       -6.4905       -6.4905
  2.500       -6.4795       -6.4795
  2.524       -6.4681       -6.4681
  2.548       -6.4576       -6.4576
  2.573       -6.4495       -6.4495
  2.597       -6.4461       -6.4461
  2.621       -6.4480       -6.4480
  2.645       -6.4536       -6.4536
  2.669       -6.4606       -6.4606
  2.693       -6.4677       -6.4677
  2.717       -6.4739       -6.4739
  2.742       -6.4787       -6.4787
  2.766       -6.4817       -6.4817
  2.790       -6.4827       -6.4827
  2.790       -6.4827       -6.4827
  2.824       -6.4820       -6.4820
  2.858       -6.4799       -6.4799
  2.892       -6.4766       -6.4766
  2.926       -6.4723       -6.4723
  2.961       -6.4677       -6.4677
  2.995       -6.4638       -6.4638
  3.029       -6.4625       -6.4625
  3.063       -6.4675       -6.4675
  3.097       -6.4862       -6.4862
  3.131       -6.5221       -6.5221
  3.165       -6.5671       -6.5671
  3.200       -6.6131       -6.6131
  3.234       -6.6419       -6.6419
  3.268       -6.6341       -6.6341
  3.302       -6.6289       -6.6289
  3.336       -6.6257       -6.6257
  3.370       -6.6236       -6.6236
  3.404       -6.6223       -6.6223
  3.438       -6.6219       -6.6219
  3.438       -6.4983       -6.4983
  3.455       -6.4978       -6.4978
  3.471       -6.4964       -6.4964
  3.487       -6.4944       -6.4944
  3.503       -6.4920       -6.4920
  3.519       -6.4895       -6.4895
  3.535       -6.4875       -6.4875
  3.551       -6.4863       -6.4863
  3.568       -6.4859       -6.4859
  3.584       -6.4863       -6.4863
  3.600       -6.4874       -6.4874
  3.616       -6.4892       -6.4892
  3.632       -6.4917       -6.4917
  3.648       -6.4949       -6.4949
  3.664       -6.4993       -6.4993
  3.681       -6.5052       -6.5052
  3.697       -6.5132       -6.5132
  3.713       -6.5232       -6.5232
  3.729       -6.5348       -6.5348
  3.745       -6.5472       -6.5472
  3.745       -6.7264       -6.7264
  3.761       -6.7271       -6.7271
  3.777       -6.7291       -6.7291
  3.793       -6.7325       -6.7325
  3.810       -6.7372       -6.7372
  3.826       -6.7418       -6.7418
  3.842       -6.7328       -6.7328
  3.858       -6.7221       -6.7221
  3.874       -6.7099       -6.7099
  3.890       -6.6962       -6.6962
  3.906       -6.6809       -6.6809
  3.923       -6.6641       -6.6641
  3.939       -6.6460       -6.6460
  3.955       -6.6264       -6.6264
  3.971       -6.6055       -6.6055
  3.987       -6.5833       -6.5833
  4.003       -6.5598       -6.5598
  4.019       -6.5352       -6.5352
  4.035       -6.5095       -6.5095
  4.052       -6.4827       -6.4827
#Band-index   40
  4.052       -6.4827       -6.4827
  4.035       -6.5095       -6.5095
  4.019       -6.5352       -6.5352
  4.003       -6.5598       -6.5598
  3.987       -6.5833       -6.5833
  3.971       -6.6055       -6.6055
  3.955       -6.6264       -6.6264
  3.939       -6.6460       -6.6460
  3.923       -6.6641       -6.6641
  3.906       -6.6809       -6.6809
  3.890       -6.6962       -6.6962
  3.874       -6.7099       -6.7099
  3.858       -6.7221       -6.7221
  3.842       -6.7328       -6.7328
  3.826       -6.7418       -6.7418
  3.810       -6.7372       -6.7372
  3.793       -6.7325       -6.7325
  3.777       -6.7291       -6.7291
  3.761       -6.7271       -6.7271
  3.745       -6.7264       -6.7264
  3.745       -6.5472       -6.5472
  3.729       -6.5348       -6.5348
  3.713       -6.5232       -6.5232
  3.697       -6.5132       -6.5132
  3.681       -6.5052       -6.5052
  3.664       -6.4993       -6.4993
  3.648       -6.4949       -6.4949
  3.632       -6.4917       -6.4917
  3.616       -6.4892       -6.4892
  3.600       -6.4874       -6.4874
  3.584       -6.4863       -6.4863
  3.568       -6.4859       -6.4859
  3.551       -6.4863       -6.4863
  3.535       -6.4875       -6.4875
  3.519       -6.4895       -6.4895
  3.503       -6.4920       -6.4920
  3.487       -6.4944       -6.4944
  3.471       -6.4964       -6.4964
  3.455       -6.4978       -6.4978
  3.438       -6.4983       -6.4983
  3.438       -6.6219       -6.6219
  3.404       -6.6223       -6.6223
  3.370       -6.6236       -6.6236
  3.336       -6.6257       -6.6257
  3.302       -6.6289       -6.6289
  3.268       -6.6341       -6.6341
  3.234       -6.6419       -6.6419
  3.200       -6.6131       -6.6131
  3.165       -6.5671       -6.5671
  3.131       -6.5221       -6.5221
  3.097       -6.4862       -6.4862
  3.063       -6.4675       -6.4675
  3.029       -6.4625       -6.4625
  2.995       -6.4638       -6.4638
  2.961       -6.4677       -6.4677
  2.926       -6.4723       -6.4723
  2.892       -6.4766       -6.4766
  2.858       -6.4799       -6.4799
  2.824       -6.4820       -6.4820
  2.790       -6.4827       -6.4827
  2.790       -6.4827       -6.4827
  2.766       -6.4817       -6.4817
  2.742       -6.4787       -6.4787
  2.717       -6.4739       -6.4739
  2.693       -6.4677       -6.4677
  2.669       -6.4606       -6.4606
  2.645       -6.4536       -6.4536
  2.621       -6.4480       -6.4480
  2.597       -6.4461       -6.4461
  2.573       -6.4495       -6.4495
  2.548       -6.4576       -6.4576
  2.524       -6.4681       -6.4681
  2.500       -6.4795       -6.4795
  2.476       -6.4905       -6.4905
  2.452       -6.5006       -6.5006
  2.428       -6.5095       -6.5095
  2.404       -6.5173       -6.5173
  2.379       -6.5245       -6.5245
  2.355       -6.5332       -6.5332
  2.331       -6.5472       -6.5472
  2.331       -6.5472       -6.5472
  2.307       -6.5335       -6.5335
  2.283       -6.5202       -6.5202
  2.259       -6.5078       -6.5078
  2.235       -6.4968       -6.4968
  2.210       -6.4888       -6.4888
  2.186       -6.4919       -6.4919
  2.162       -6.5162       -6.5162
  2.138       -6.5505       -6.5505
  2.114       -6.5849       -6.5849
  2.090       -6.6112       -6.6112
  2.066       -6.6219       -6.6219
  2.042       -6.6249       -6.6249
  2.017       -6.6256       -6.6256
  1.993       -6.6252       -6.6252
  1.969       -6.6244       -6.6244
  1.945       -6.6235       -6.6235
  1.921       -6.6227       -6.6227
  1.897       -6.6221       -6.6221
  1.873       -6.6219       -6.6219
  1.873       -6.6219       -6.6219
  1.856       -6.6092       -6.6092
  1.840       -6.5954       -6.5954
  1.824       -6.5806       -6.5806
  1.808       -6.5649       -6.5649
  1.792       -6.5484       -6.5484
  1.776       -6.5312       -6.5312
  1.760       -6.5136       -6.5136
  1.743       -6.4956       -6.4956
  1.727       -6.4774       -6.4774
  1.711       -6.4811       -6.4811
  1.695       -6.4901       -6.4901
  1.679       -6.4981       -6.4981
  1.663       -6.5051       -6.5051
  1.647       -6.5110       -6.5110
  1.631       -6.5159       -6.5159
  1.614       -6.5197       -6.5197
  1.598       -6.5224       -6.5224
  1.582       -6.5240       -6.5240
  1.566       -6.5246       -6.5246
  1.566       -6.5246       -6.5246
  1.532       -6.5264       -6.5264
  1.498       -6.5317       -6.5317
  1.464       -6.5403       -6.5403
  1.429       -6.5519       -6.5519
  1.395       -6.5661       -6.5661
  1.361       -6.5748       -6.5748
  1.327       -6.5444       -6.5444
  1.293       -6.5773       -6.5773
  1.259       -6.5434       -6.5434
  1.225       -6.5087       -6.5087
  1.190       -6.5591       -6.5591
  1.156       -6.6048       -6.6048
  1.122       -6.6454       -6.6454
  1.088       -6.6805       -6.6805
  1.054       -6.7096       -6.7096
  1.020       -6.7326       -6.7326
  0.986       -6.7331       -6.7331
  0.951       -6.7281       -6.7281
  0.917       -6.7264       -6.7264
  0.917       -6.7264       -6.7264
  0.893       -6.7274       -6.7274
  0.869       -6.7301       -6.7301
  0.845       -6.7345       -6.7345
  0.821       -6.7399       -6.7399
  0.797       -6.7328       -6.7328
  0.772       -6.7202       -6.7202
  0.748       -6.7056       -6.7056
  0.724       -6.6892       -6.6892
  0.700       -6.6712       -6.6712
  0.676       -6.6518       -6.6518
  0.652       -6.6313       -6.6313
  0.628       -6.6100       -6.6100
  0.604       -6.5884       -6.5884
  0.579       -6.5669       -6.5669
  0.555       -6.5464       -6.5464
  0.531       -6.5277       -6.5277
  0.507       -6.5123       -6.5123
  0.483       -6.5020       -6.5020
  0.459       -6.4983       -6.4983
  0.459       -6.4983       -6.4983
  0.435       -6.4838       -6.4838
  0.410       -6.4676       -6.4676
  0.386       -6.4507       -6.4507
  0.362       -6.4428       -6.4428
  0.338       -6.4494       -6.4494
  0.314       -6.4811       -6.4811
  0.290       -6.5317       -6.5317
  0.266       -6.5355       -6.5355
  0.241       -6.5464       -6.5464
  0.217       -6.5461       -6.5461
  0.193       -6.5437       -6.5437
  0.169       -6.5409       -6.5409
  0.145       -6.5377       -6.5377
  0.121       -6.5344       -6.5344
  0.097       -6.5313       -6.5313
  0.072       -6.5285       -6.5285
  0.048       -6.5264       -6.5264
  0.024       -6.5250       -6.5250
  0.000       -6.5246       -6.5246
#Band-index   41
  0.000       -6.5246       -6.5246
  0.024       -6.5239       -6.5239
  0.048       -6.5218       -6.5218
  0.072       -6.5184       -6.5184
  0.097       -6.5137       -6.5137
  0.121       -6.5076       -6.5076
  0.145       -6.5002       -6.5002
  0.169       -6.4916       -6.4916
  0.193       -6.4818       -6.4818
  0.217       -6.4710       -6.4710
  0.241       -6.4593       -6.4593
  0.266       -6.4472       -6.4472
  0.290       -6.4395       -6.4395
  0.314       -6.4262       -6.4262
  0.338       -6.4249       -6.4249
  0.362       -6.4348       -6.4348
  0.386       -6.4420       -6.4420
  0.410       -6.4412       -6.4412
  0.435       -6.4392       -6.4392
  0.459       -6.4359       -6.4359
  0.459       -6.4359       -6.4359
  0.483       -6.4325       -6.4325
  0.507       -6.4231       -6.4231
  0.531       -6.4087       -6.4087
  0.555       -6.3907       -6.3907
  0.579       -6.3702       -6.3702
  0.604       -6.3480       -6.3480
  0.628       -6.3246       -6.3246
  0.652       -6.3002       -6.3002
  0.676       -6.2751       -6.2751
  0.700       -6.2495       -6.2495
  0.724       -6.2237       -6.2237
  0.748       -6.1982       -6.1982
  0.772       -6.1736       -6.1736
  0.797       -6.1507       -6.1507
  0.821       -6.1301       -6.1301
  0.845       -6.1125       -6.1125
  0.869       -6.0988       -6.0988
  0.893       -6.0898       -6.0898
  0.917       -6.0866       -6.0866
  0.917       -6.0866       -6.0866
  0.951       -6.0982       -6.0982
  0.986       -6.1250       -6.1250
  1.020       -6.1571       -6.1571
  1.054       -6.1894       -6.1894
  1.088       -6.2196       -6.2196
  1.122       -6.2540       -6.2540
  1.156       -6.3317       -6.3317
  1.190       -6.4072       -6.4072
  1.225       -6.4787       -6.4787
  1.259       -6.4542       -6.4542
  1.293       -6.4806       -6.4806
  1.327       -6.5305       -6.5305
  1.361       -6.4978       -6.4978
  1.395       -6.4707       -6.4707
  1.429       -6.4897       -6.4897
  1.464       -6.5048       -6.5048
  1.498       -6.5157       -6.5157
  1.532       -6.5224       -6.5224
  1.566       -6.5246       -6.5246
  1.566       -6.5246       -6.5246
  1.582       -6.5240       -6.5240
  1.598       -6.5224       -6.5224
  1.614       -6.5197       -6.5197
  1.631       -6.5159       -6.5159
  1.647       -6.5110       -6.5110
  1.663       -6.5051       -6.5051
  1.679       -6.4981       -6.4981
  1.695       -6.4901       -6.4901
  1.711       -6.4811       -6.4811
  1.727       -6.4711       -6.4711
  1.743       -6.4602       -6.4602
  1.760       -6.4483       -6.4483
  1.776       -6.4356       -6.4356
  1.792       -6.4221       -6.4221
  1.808       -6.4078       -6.4078
  1.824       -6.3929       -6.3929
  1.840       -6.3773       -6.3773
  1.856       -6.3613       -6.3613
  1.873       -6.3450       -6.3450
  1.873       -6.3450       -6.3450
  1.897       -6.3456       -6.3456
  1.921       -6.3474       -6.3474
