Cl,Cs,Zr
-2.259864699541416,-2.7633380302071795,-2.352966237759218
-2.4958136484209317,-2.1914244212564706,-2.0810997623835426
-2.394319059965716,-2.600114351550388,-1.8726874325270022
-2.2059435535624847,-2.8622767654260324,-2.478615643195102
-2.1353424718859224,-2.65452668479129,-3.317722294523962
-2.169983004788759,-2.4151225456720895,-3.5886873753453425
-2.4641471513676554,-2.249879075615396,-2.1541894359853515
-2.1976888532913477,-2.6289087020366293,-2.9948799716007315
-1.9516485573111688,-2.80044980827595,-4.128039535003163
-2.093810080290984,-2.8180444860665976,-3.239881041542976
-2.348571413778184,-2.3480298803167186,-2.6513422521195342
-2.6529118648007293,-1.8699085058622134,-1.7815422948932722
-2.5826156912676166,-2.3380110690697924,-1.267114209676789
-2.899855020841559,-1.8534839286939664,-0.33273251298478823
-2.821319745320827,-1.7584386247520651,-0.9940347739929811
-2.6878168870870094,-1.8540261070432755,-1.6038769588134698
-2.5975989337150915,-2.315180315119201,-1.2228762628931231
-2.4997790966229703,-2.533207149566002,-1.3737416165522485
-2.173125205920677,-2.708960199298179,-2.982158861301655
-2.417645154046303,-2.2253247034077477,-2.482310164328761
-2.5809861924852378,-2.1898831134139343,-1.5731471136827788
-2.678431923103159,-2.300128751095002,-0.7679814546131183
-2.544483397589935,-2.4498579374826255,-1.2722142349172165
-2.8856165042678446,-1.8390675606972329,-0.4469963484205433
-2.6417553386805106,-2.283735075856397,-1.0208283116262185
-2.6658259158581448,-2.226666624861836,-0.990541750549535
-2.6283467249183072,-1.956174089956903,-1.7564019659984262
-2.509267203097932,-2.457524042265853,-1.468179192302775
-2.718665341834809,-2.0687370314480114,-0.9893643815171973
-2.7788391150452134,-1.806849350975131,-1.1520971032005316
-2.6682034582461926,-2.1590575388808646,-1.1114946681831905
-2.3707084364767503,-2.210291371535923,-2.7939971334897256
-2.723300905560487,-2.190618758350536,-0.7177875453580801
-2.5014628538686297,-2.1227784672298675,-2.1844964377505605
-2.260431925976787,-2.3375917176999095,-3.2010555041615345
-2.1235324982530086,-2.964000693537858,-2.7696341188283067
-2.0665325432856028,-2.4516660133289783,-4.136303209050503
-2.1737022926171434,-2.37635047678174,-3.643915786155733
-2.3570462661145304,-2.7297611016815204,-1.8370306953718518
-2.319457944561806,-2.732641659795754,-2.0567995084597315
-2.5082272044146134,-2.2260757523164716,-1.9373157643014498
-2.298045876163608,-2.3543641715445407,-2.9418268953513445
-2.4260486075024468,-2.3179583457988002,-2.246622158809795
-2.3637896114508083,-2.2972664027731047,-2.6615600211710153
-2.010739176651535,-2.869025672788684,-3.6363440899354997
-2.3132018793948275,-2.6534746262990736,-2.2526699664549636
-2.4846748225369435,-2.2428100372020383,-2.0451614857963367
-2.5173434048541887,-2.535257997215317,-1.26425407186631
-2.4988704225906404,-2.3461360816265486,-1.753335796625133
-2.6639262283270697,-1.956936198972638,-1.5414007275143815
-2.3587658656823005,-2.520315201578068,-2.245604898172135
-2.181821219186692,-2.5617666313474574,-3.224369917607007
-2.1714708110197245,-2.647958500065551,-3.114088629172625
-2.450228066778959,-2.354865833117736,-2.02773042851285
-2.645129485247197,-2.296477523785985,-0.9750985363669225
-2.9491098427592393,-1.7509891511730105,-0.24219313652061986
-3.0251468673924164,-1.536736768791807,-0.21447575348396156
-2.799931882074686,-1.8500850379586278,-0.9390691270567018
-2.4774810911795955,-2.126572839653382,-2.320798269037738
-2.1718444033521656,-2.469846712323761,-3.468070650661559
-2.2978221523879663,-2.630938079785637,-2.390021421523003
-1.9411455893364793,-2.9126568856108257,-3.9666431881815494
-1.851666362860456,-3.0129896910971734,-4.302852936064992
-1.7451562687873037,-3.275095666954586,-4.41770154878908
-1.8314549051955649,-2.8167473292648033,-4.816606405719079
-1.8057648890908118,-2.887245059821602,-4.829751041233998
-1.4715473809898691,-3.477982656768988,-5.6535808959448834
-1.471913597480415,-3.2241598552492,-6.159029200041184
-1.180168443222762,-3.5240498447751887,-7.309720146535124
-1.1846100207456658,-3.3914693771863758,-7.548231616575329
-1.1543143042198925,-3.5475624723561068,-7.4178197253905065
-1.1545196882542264,-3.8303368217645133,-6.85103872236769
-1.106005347517128,-3.5507825466623935,-7.70123331699452
-0.7665595966832746,-4.045359938390477,-8.748753038541473
-0.744275546513942,-3.9540208904082337,-9.065135435521954
-0.7247447861071381,-4.290243806567142,-8.50987416564496
-1.0661454351227508,-3.6464549762973952,-7.749047932090779
-1.046895817894368,-3.77288411162555,-7.611687364804766
-1.0338941883872355,-3.882668901417352,-7.470127562263958
-0.9331537802266575,-3.7946223106822843,-8.25066319269756
-1.2522713998038888,-3.2599246734208993,-7.4053527497569425
-1.2077298653612496,-3.623178293347143,-6.946094716560293
-1.3087364315261893,-3.6322086467603065,-6.321994612744326
-0.9567280090572514,-3.7347087207175083,-8.22904499964355
-1.2852733373065766,-3.4437940767069612,-6.839602318168693
-0.9447308641627559,-3.756626903401195,-8.257191503643151
-0.7060963513636958,-3.9822923445661815,-9.237667698107538
-0.37656315875991947,-4.658107432554615,-9.86323667775333
-0.24110000545267607,-4.470383460418201,-11.051463541869616
-0.3710847110199046,-4.303674731118809,-10.604972767065028
-0.6416322104539437,-4.354456848056955,-8.8801235365845
-0.7412203125379168,-4.0455825193926,-8.900343581409373
-0.946289543343843,-4.0079173975148485,-7.745258440329321
-0.9104023786121787,-3.696161894419109,-8.584092434910783
-0.6435809908878763,-4.077219504346388,-9.42290554140204
-0.5239059249251186,-4.026571099981222,-10.24225274590892
-0.8346909059760005,-4.244906397335403,-7.940872264895266
-0.571499409215981,-4.481071004977381,-9.047692030171426
-0.8818042268998841,-4.017675442227237,-8.112654249568298
-0.7720842849567408,-4.1870352072566455,-8.432254371168339
-0.9652440678983568,-3.836502389512821,-7.974361309006292
-0.9626066525857961,-3.57850461137285,-8.506181357161598
-0.8259309038469808,-4.2546816055149215,-7.973881861310347
-0.573548312322447,-3.9704258280277647,-10.056688965431864
-0.7693064038629565,-3.9030389392179097,-9.016914193808518
-0.553510694883159,-4.113241961949145,-9.891282402224833
-0.4261655591518943,-4.148303253496246,-10.585230633518218
-0.6277590871192963,-4.331266488760922,-9.009742995184453
-0.860295158005422,-3.734610009007159,-8.807839529375224
-0.7907505380020463,-4.143525188662275,-8.40727689008525
-0.9083031702712342,-3.956276973851829,-8.076457526091012
-1.233267389185117,-3.7416147216323683,-6.555996717046638
-0.9783738574261753,-3.8318752698851375,-7.904836811094748
-0.6889979366991978,-3.8262693494774136,-9.652304176272061
-0.7222557675003297,-4.127713585030958,-8.849868720358181
-0.47434159198271153,-4.370564983551732,-9.851650976422341
-0.13577806768092238,-4.496009112431541,-11.632143864473457
-0.22471650079018127,-4.337413664655149,-11.415704161370689
-0.04060951720269941,-4.864788826128491,-11.465595739948895
-0.2670813822431694,-4.649203757543341,-10.537934686876376
-0.10241049097867282,-4.902734230058658,-11.018899089432722
-0.2939113418307191,-4.598883121109233,-10.477596202219296
-0.07805071646805199,-4.970985353125445,-11.028555490362873
-0.20886741433103598,-4.524509672083584,-11.13660666526869
-0.5554147726447252,-4.421957658208716,-9.262426543136291
-0.44221043895993245,-4.105716302466182,-10.574135256730116
-0.45342111866573676,-4.60299499230645,-9.512313798814754
-0.7594103341072244,-4.092572249238392,-8.697223992301945
-0.6457651426180813,-3.930657901998559,-9.702923835716469
-0.7107356869621727,-4.330489099507358,-8.513438174634322
-1.022806902700521,-3.745881660294982,-7.810225758628984
-1.0471284410474877,-3.5035370207778924,-8.148985807581363
-1.0805028263719247,-3.818265170715243,-7.319283195760039
-0.744190776077748,-4.219495279859599,-8.534695279236388
-0.6521804977612624,-4.087691269125205,-9.35036497060409
-0.9039640105188659,-3.90519274291857,-8.204660946471739
-1.214777770580216,-3.3332597466272267,-7.483644378686323
-1.5372713443316017,-3.050358733021828,-6.114484963388808
-1.6827471591572376,-3.3687671676096316,-4.604813205259385
-1.880184556086038,-3.1491762325947734,-3.859370693716301
-1.6544176502015338,-3.17694218307118,-5.158440228070513
-1.3980318376249483,-3.2406997575945544,-6.569239954483275
-1.266953639948753,-3.446745206406481,-6.9436182429165925
-1.061760483106405,-3.616790634512467,-7.83468632775871
-0.7867115353725465,-4.107569741617691,-8.503421799951415
-0.8088861288217736,-3.724819531614741,-9.13587465926195
-0.7990589245950781,-4.221886776638133,-8.200703394575338
-0.7748648518884501,-3.924685978431904,-8.940269427227564
-0.9818653485645977,-4.05952514877508,-7.428588106484327
-0.6504495252642671,-3.9798057723595868,-9.576521799117298
-0.5098950105490639,-4.4018501131640155,-9.57576020579966
-0.35630845589572,-4.23415479902994,-10.832670161987874
-0.6921780232822021,-4.0758537923750175,-9.134054770978826
-0.7900794272127277,-3.7780233447346907,-9.142307242676326
-0.9034616402270106,-3.7014445137393173,-8.615171626581377
-1.15034888685922,-3.8118939826983227,-6.91294920887011
-1.1339074934458988,-3.786394932115815,-7.062595670515051
-0.8284718296164422,-4.049490427074463,-8.369018663574494
-1.1734106326678346,-3.677192291830042,-7.043982115754985
-1.0137529471872462,-4.002906234160161,-7.350500343978276
-1.23159135752633,-3.6747664900058696,-6.6997493702523565
-1.196749217092647,-3.4882468260456645,-7.281841540774864
-1.083287926340371,-3.5780479054307475,-7.783007126518354
-1.0526172047229627,-3.6119913264014385,-7.899144614281419
-1.2407266836655981,-3.783169659370454,-6.4281310746875775
-1.2941582074143487,-3.647639724170365,-6.3786018025952504
-1.5526220259501347,-3.2180825499391306,-5.686933239843006
-1.3752692762901149,-3.712185831333644,-5.762843175014096
-1.6776201902750476,-3.1907728204273424,-4.991563712917103
-1.3408889379080298,-3.462874138952623,-6.467748590068649
-1.6081621714947438,-2.937217925216196,-5.91542161602122
-1.4356237700332373,-3.2215615971690856,-6.381964680884481
-1.4137503478803422,-3.392885776695918,-6.170556854748186
-1.2922835546543676,-3.784835734055955,-6.115457699383959
-1.2047629045263166,-3.5410898634581947,-7.128073341347784
-1.0368865786155703,-3.5302075947561535,-8.157095834216348
-1.3867019371327922,-3.2744859027546855,-6.56964706711595
-1.1097404311526575,-3.708498946584579,-7.363390015336971
-1.361710342311321,-3.5241107989676927,-6.220346843618763
-1.654994970040234,-3.4256537739551907,-4.657553127270289
-1.408314014885944,-3.4109421589127167,-6.167062088280977
-1.7235022880168882,-3.2444726148958565,-4.608871537529033
-1.7611364105209222,-2.8451188725653926,-5.181774287165755
-1.5186720830404228,-3.3208097867481055,-5.685178423683327
-1.751418000361218,-3.0694365606008507,-4.791449372053066
-1.6694164059689909,-3.244306373317955,-4.93371931297222
-1.7771257998063053,-3.161102561941146,-4.453870572701952
-1.531280222793184,-3.3267245263034924,-5.597700106055985
-1.5304435131404173,-3.3159180485470423,-5.624333319485487
-1.4770810805916756,-3.4679037446474497,-5.640536522577121
-1.8068880225164603,-2.8680201976758712,-4.861461964971572
-1.73689775381194,-3.216372691914359,-4.584698588721716
-1.4229778539633637,-3.1613336766220455,-6.578296018397802
-1.4612694410279456,-3.288298733895055,-6.094616381464291
-1.1042727886259496,-3.5304303128666517,-7.752333137933075
-0.9138627708335546,-3.997659246824692,-7.960335376771364
-0.7810488797265275,-3.926870936289789,-8.898795344483332
-0.92748374919455,-3.9365239854879763,-8.000880029278822
-0.5774432784622701,-4.353049970956919,-9.268070882734614
-0.6541775852674151,-4.024917760898926,-9.46392946201973
-0.4106508713620764,-4.408213040369918,-10.15849918650978
-0.22855587434221986,-4.6186669118596315,-10.830161425649491
-0.5098423518608095,-4.38973668487423,-9.600303014508757
-0.8660486229897644,-3.8745672607366632,-8.493404236010162
-1.1834529591558334,-3.7399737633130767,-6.858165213860921
-1.1743391728285666,-3.6975487889734353,-6.997697880503806
-1.1987986061876705,-3.426542059584917,-7.3929547391262185
-1.1768587485190638,-3.803209579028238,-6.771258846251215
-0.9344738594499749,-3.9847635602828086,-7.86246021815661
-0.9104846722272775,-3.859075325395155,-8.257771811268098
-0.5895419855097567,-4.280283562535724,-9.341011457292089
-0.4402442287847176,-4.151948933494806,-10.493467255724157
-0.2737035770742101,-4.305840191549387,-11.18492864987804
-0.23174577050943643,-4.517211553746232,-11.013932764872992
-0.3157082816059846,-4.4599535716932115,-10.624673662399744
-0.0004580439200991559,-4.905705248106984,-11.62467173568751
-0.19569128787308127,-4.397879262821718,-11.468924242540151
-0.4857204061651469,-4.15818184007554,-10.208144378280114
-0.2331284462723888,-4.550171109248349,-10.939717599291043
-0.5314464158416826,-4.0442860568763175,-10.161579886619343
-0.2092312174209812,-4.769866696470165,-10.643709797955859
-0.0670541948981835,-4.790428654183737,-11.4556480176655
-0.0788351414784391,-4.684128101100826,-11.597563444349786
-0.2332266141921386,-4.634792583865403,-10.769885642538437
-0.5062296418732128,-4.377103390896748,-9.647245862389301
-0.18942632727474698,-4.592414466687591,-11.117443598398413
-0.31906817883146726,-4.239721517815606,-11.04497838680206
-0.5666306184020751,-4.285588958251129,-9.467868868507367
-0.914196562935996,-3.8462158778458018,-8.261219362114494
-0.5985596456596294,-4.077184989274144,-9.69310264291601
-0.24181739229131236,-4.824323531314902,-10.339279079044397
-0.47661778691212975,-4.399102216716958,-9.78091934051538
-0.2422083923411555,-4.526051872067903,-10.933476397239334
-0.46674830707478593,-4.1396514075916135,-10.359037837790131
-0.5663350113525301,-4.121798093265517,-9.79722424077586
-0.2707329979890136,-4.765551248903275,-10.283330009681443
-0.21962866778987586,-4.644701893988456,-10.831654700705906
-0.3711300138789245,-4.507074416958826,-10.197901578230876
-0.2654032853738322,-4.732365832665449,-10.381679117848183
-0.09332383445252157,-4.662593062174616,-11.553701364357714
-0.3932543913370366,-4.625098794517225,-9.829106558365405
-0.14992888805091828,-4.81638449999831,-10.906488167119948
-0.03472877738442517,-4.703572652446088,-11.823312526223347
-0.08938954612823613,-4.724025154934206,-11.454442908784245
-0.2587452984952222,-4.624800681990219,-10.636757340470302
-0.4047511235748946,-4.107759198904863,-10.794805356162982
-0.5203326483720873,-4.010630097461559,-10.295574410266433
-0.8708126923868095,-4.193518571085278,-7.826917198930661
-0.8606962402844456,-3.9435651676197785,-8.387522718475845
-0.8266218835658349,-4.046713289349015,-8.385672615329035
-0.9571439593260839,-3.6823360852947316,-8.331294568876109
-1.2288334720192757,-3.532539192016075,-7.00075127927427
-1.0102428636887928,-3.818136955506834,-7.74109940227565
-0.7424679886128304,-3.860599096792243,-9.262824370160606
-1.0885575329325807,-3.866432114744038,-7.174621068338515
-1.2216969770750628,-3.5903911475445036,-6.927866337882691
-1.5603496415764884,-3.418551437126703,-5.239629771709738
-1.6652386034334175,-2.953301240866161,-5.5407963930892485
-1.6393482072633327,-3.357040478292408,-4.888660295257262
-1.480670388585102,-3.5303598618646275,-5.494088440182206
-1.2887012009641527,-3.6715776475940864,-6.363467994448986
-1.2556820629038425,-3.717816584187357,-6.469104949624307
-1.2689810253591916,-3.2419529857002387,-7.341038371866447
-1.5352519108726543,-3.0674896381876455,-6.0923397538108555
-1.2410177356932177,-3.5696761487448008,-6.8533717837731665
-1.52747088414825,-3.3523734451783955,-5.569258300175785
-1.6601704635092132,-3.4077174258955614,-4.662372862575673
-1.9176566216186122,-3.011869019072089,-3.9091527275662243
-2.237457147702298,-2.7877454052898667,-2.438596798628556
-2.304074589805168,-2.7455402358771397,-2.1233024848367865
-2.2221757230656727,-2.7128520247729746,-2.680072107482089
-2.1454652771492753,-2.4174416144766186,-3.731155603573183
-2.306469125876552,-2.556871495800571,-2.4862727485616207
-2.4623711415680702,-2.454461007161179,-1.7556816316912955
-2.2428981947754476,-2.54838885012631,-2.8846636265167707
-1.9016511066932948,-2.9431016404315575,-4.142720574399191
-1.8353940778863105,-3.027444825605604,-4.371576376893004
-2.0365087229335654,-2.5473646957224183,-4.125048766375846
-2.167829637846749,-2.664151103793959,-3.1035504607536635
-2.2460358614725986,-2.272213527272204,-3.418188272042074
-2.5444136560062134,-2.4279550342734226,-1.3164384908379505
-2.5783210316072718,-2.311981590810977,-1.3449411241564917
-2.4319912518405773,-2.097590315874168,-2.6517023526302745
-2.332523795339133,-2.3154820526959883,-2.812723617995299
-2.038538268040065,-2.672233772980962,-3.8631333412197595
-2.118692526233592,-2.9598155028910984,-2.8070443322383274
-2.2988615359256896,-2.6473651361067656,-2.350931007654407
-2.050058960329732,-2.7045268687907473,-3.7294229958621887
-2.0699003536458327,-2.941143110979885,-3.1371421515873092
-2.0587903153341363,-2.7102227621801136,-3.6656430790570305
-2.135703856525391,-2.4693503043603244,-3.6859067475490788
-2.308836156676708,-2.630614990859949,-2.324583573641931
-2.0295468152657397,-2.734235881835475,-3.7930778401566894
-1.9298577001664838,-2.622460039962223,-4.6147642144987255
-1.655876234647771,-3.0034645449594546,-5.496643997616541
-1.8087618754709986,-3.0311079429886347,-4.524043356618813
-1.8161776971751775,-2.828426839291045,-4.8849106337889205
-1.76273572544528,-3.1098973988595016,-4.642621345031392
-1.588328826055735,-3.1286619778678944,-5.651533583351877
-1.6488776975877062,-3.2655962791966204,-5.0143717515025985
-1.7317588185409594,-3.1992105999648546,-4.649856384246609
-1.3815259655383296,-3.463291914142178,-6.22309087390774
-1.2078116414529847,-3.365483422581563,-7.46099380154104
-1.338089616564778,-3.5079756701481495,-6.3943414557371065
-1.3297558551306743,-3.2439281595992804,-6.97243904543947
-1.2754316373209504,-3.8127481397287526,-6.1607443920388665
-1.2976133486681916,-3.235678616260563,-7.181793170891799
-1.4386405947724141,-3.5441673948520247,-5.718652137083541
-1.2655177596307603,-3.5637971158719473,-6.718129705893618
-1.0553752184643332,-3.952458538049515,-7.201662108537045
-0.7326809385575695,-3.799474590406659,-9.44379568326334
-0.4411944157114076,-4.39824485981772,-9.995174281518189
-0.25406668012613787,-4.724765641931343,-10.46489913080256
-0.3879139359949819,-4.312816478521518,-10.485713922409147
-0.11368511825572059,-4.779392824824945,-11.19793413623786
-0.4179850856565781,-4.423301157631951,-10.084317666218702
-0.39849158757808395,-4.267650554078445,-10.51257986179668
-0.337572187818966,-4.591473790298311,-10.230449787911656
-0.22121752593746863,-4.8294712661889605,-10.45258280741934
-0.32100989211343645,-4.207850202821221,-11.097070737099017
-0.2898343782334158,-4.254271757736569,-11.19128071054844
-0.10323159445513988,-4.816485400068506,-11.186470128554223
-0.07126236719881356,-4.59553573300994,-11.820184826209314
-0.10099159784143107,-4.42744840821931,-11.977984091934868
-0.18808844015020895,-4.8018868281882785,-10.706526198144262
-0.36997138908440613,-4.563438495931681,-10.092125169052276
-0.1296342031602996,-4.736283126089019,-11.188459024282242
-0.3792664194793517,-4.428927029750615,-10.305377919044734
-0.5645067326969658,-4.246420516539989,-9.5589490661603
-0.9011394889030558,-3.6697877353632884,-8.692418091277164
-1.097958589015636,-3.566294542999556,-7.718489875329148
-0.9563622018757861,-3.7680157734759687,-8.16462573721542
-1.1040065014288767,-3.589754957497211,-7.635281571854394
-0.838983134388681,-3.915643726206656,-8.573644236676676
-0.549635569435402,-4.145399656676723,-9.850217765456215
-0.49614298243862065,-4.124842909427982,-10.212286781934386
-0.7891703963201236,-3.840249145533512,-9.023309826434309
-1.1432640888922183,-3.493901660872964,-7.591442640322838
-0.9979120638039611,-3.9932576892158864,-7.464842734166535
-1.008376413817764,-3.7208815384337894,-7.946808935647912
-1.1173045004658788,-3.8092379837635004,-7.116527525099801
-0.9862395898936838,-3.734917919318756,-8.05155711742246
-1.0813888456654048,-3.4388591689547767,-8.072779083520093
-1.156140781750962,-3.5666574073674377,-7.3686709901814265
-1.490588384298961,-3.469873592363767,-5.555553004900776
-1.6034424855947564,-3.089180315391296,-5.639814951070942
-1.5333954871727873,-3.0643615286504478,-6.1097345150844555
-1.2711494368860234,-3.756874422007379,-6.298185030091177
-1.0080223267979092,-3.5834756731086412,-8.223745188417338
-0.8380815277883582,-4.184845392212102,-8.040650544267722
-0.9326496050863338,-3.6203915961141586,-8.602149672675754
-1.2895860473768637,-3.6700744725919114,-6.361165265977069
-1.2521655641064935,-3.570117874554173,-6.785601361674767
-1.1100340815330865,-3.776487314000876,-7.225651378221802
-1.0783965231993373,-3.5568685509255142,-7.854714254375022
-1.1901913677777134,-3.549012546253425,-7.199657196248945
-1.1782760391840095,-3.4623576310455975,-7.444458998226823
-1.447778900956044,-3.6062379548040053,-5.539681180077801
-1.2822410094922356,-3.539476007768155,-6.666432422932352
-1.0824949987298658,-3.5040607708921363,-7.9357389612586084
-1.3928640913752788,-3.494806883715685,-6.092032179739032
-1.2490089920947829,-3.6745830586827815,-6.5956104254878145
-0.9685499463661942,-4.116008703675501,-7.395513409873907
-0.6922551027141276,-3.852625066965455,-9.5800497452064
-0.6346377197330898,-4.012634513605354,-9.605735149812828
-0.4769184566608478,-4.2574328956231335,-10.06245396421072
-0.644667090987832,-3.9594054758768262,-9.652016997741429
-0.9017456188242071,-4.084709435296898,-7.858937911883035
-0.6912676876614122,-3.8684653718373316,-9.55429362577894
-0.5558624180231532,-4.0933770794860935,-9.91690182831097
-0.6110867788603457,-4.130387330576165,-9.511535161107668
-0.7806209630087273,-4.0213760679373705,-8.71235258149497
-0.525584238747617,-4.2732040748242826,-9.738916913287808
-0.44852209602171134,-4.426209443822171,-9.895279031647465
-0.1569351280699995,-4.429642087767387,-11.637935551467303
-0.4467855529255128,-4.126368443308851,-10.505380291251294
-0.6585103525557618,-4.196054858605248,-9.095658662877007
-0.9994625492268231,-3.58132824337017,-8.279398713320798
-1.2817713723457618,-3.492879770200361,-6.762442720946782
-1.5192247256410458,-3.126962831213881,-6.069556479148039
-1.4863137035461265,-3.207441502122346,-6.106065269900625
-1.191593002890337,-3.7963157278652067,-6.69664102234964
-1.1088100719468676,-3.7765382578828484,-7.232893547975171
-0.8138465791808339,-3.791346207365202,-8.973058605606665
-0.5010065945267815,-4.494700327292111,-9.443390273677164
-0.782727956908644,-4.1802196763049215,-8.382023401360367
-0.5802064398429521,-4.284959352470522,-9.38767315142332
-0.641638790145228,-4.183081359577781,-9.222835035395143
-0.6412269070849304,-4.244076186151109,-9.103316680610273
-0.6450322569550642,-4.048966782238352,-9.470703389214986
-0.4918547872025572,-4.382382238457839,-9.722937295291054
-0.24490884266822824,-4.595396010302152,-10.778585418808403
-0.47111163935761796,-4.2766845040665045,-10.058791651143357
-0.6821806354747934,-4.164368566232104,-9.017009550109107
-0.9402474103728223,-3.9940078910649035,-7.809330251055334
-0.5912691432110491,-4.200083446051618,-9.491048744052543
-0.31818996514618736,-4.358732433809353,-10.812225836926245
-0.27067432093728605,-4.525207391327527,-10.764369787143304
-0.1087594800215325,-4.637245372821767,-11.511782869649346
-0.30836472168007784,-4.760288169779757,-10.068065825782092
-0.4364173806304267,-4.566738251722333,-9.686849708194849
-0.423883062705963,-4.196833490234994,-10.50186513871631
-0.09105670416660192,-4.489282028727025,-11.913926212968413
-0.3183373588963977,-4.36899797563451,-10.790810390774668
-0.571788813860016,-4.2292102453529274,-9.549677121556122
-0.5754993716878241,-4.277768143129083,-9.430297979036963
-0.5930368269751792,-3.967878282879819,-9.944852967811363
-0.31002341231579433,-4.470713599801363,-10.637262821924582
-0.34912452695430535,-4.209052781010008,-10.925977771676228
-0.1835595827681923,-4.550741011889992,-11.235990975032935
-0.35549882901719543,-4.640416555858582,-10.025004409601738
-0.039790858482239316,-4.529600302607346,-12.140884739313947
-0.07689876506210643,-4.5867599423712875,-11.80391802030686
-0.359802358225478,-4.554687019052028,-10.17064230796515
-0.3329219483297094,-4.327568783479831,-10.786161238484159
-0.02061158487195926,-4.758573265988216,-11.79801445421389
-0.2025693372617323,-4.798261397992687,-10.626891675866307
-0.3521127838640581,-4.34224463418013,-10.641664523877466
-0.5339084533241822,-4.50789512794048,-9.21958951959602
-0.6547852125432743,-3.8823032641034514,-9.745512691955525
-0.5684769669498092,-4.004866896367233,-10.018234900988753
-0.5503047714520247,-4.0203800998188575,-10.096241667072212
-0.6661317949844057,-4.119936178808838,-9.202167367897966
-0.481825683308252,-4.498816987959536,-9.550242419653491
-0.26754620782435623,-4.58792871768795,-10.65769581310004
-0.258859141704069,-4.667704989956827,-10.550265665284003
-0.5510390469979565,-4.294504832209297,-9.54358654901574
-0.22907358694283017,-4.32344727399432,-11.417494425776454
-0.2019487843711337,-4.47140136503663,-11.284335059122013
-0.24173916332366113,-4.587100474804451,-10.814194565871206
-0.4323305326239792,-4.206086399375046,-10.432674500928107
-0.1544924249633127,-4.488218646110842,-11.535438653420513
-0.061507100549027416,-4.472630281525574,-12.124527329076761
-0.30763738763003456,-4.2935718200163935,-11.00586252960908
-0.08421450303059819,-4.754391915669559,-11.424759645899368
-0.3150142086048266,-4.667816155966221,-10.213112931860675
-0.519049161249984,-4.119363818151897,-10.085807891618376
-0.4735862575907204,-4.347382047006831,-9.90254885586409
-0.45887972979907754,-4.6068317737409235,-9.471888569145761
-0.4935436784026402,-4.170672742921494,-10.136222939163247
-0.5357918152447663,-4.4843016715542605,-9.255476260844954
-0.3372816044503079,-4.223293660930586,-10.968553546859054
-0.04200742421683833,-4.6460596685739155,-11.894666612973213
-0.15026477145087153,-4.678930130921208,-11.179381604874429
-0.2797434466787414,-4.5440059709466984,-10.67235787345623
-0.33616379367925425,-4.198147964779213,-11.025551803788124
-0.5655858656632248,-4.156217761861407,-9.732879777719912
-0.608878143269277,-4.398907899181711,-8.987745837442992
-0.3461115933391941,-4.61199005768092,-10.13818082002507
-0.19031279964055875,-4.8742410610896725,-10.548471575399375
-0.15846830944620546,-4.888526477702192,-10.710967683340458
-0.45640740439210753,-4.450929071674512,-9.798527925720405
-0.4594235957109969,-4.6050901361834295,-9.472108648789234
-0.26890920042285776,-4.723303469366232,-10.378768354152466
-0.36887028395644206,-4.5617479614131,-10.102112868857224
-0.2986721263299986,-4.276509994175584,-11.093777749090913
-0.06358688752178474,-4.5984861478160655,-11.860336874659232
-0.14035676523703636,-4.791999246181943,-11.01269141163597
-0.24725757961609085,-4.61078027542133,-10.733724466882867
-0.3095173155394922,-4.318478894251429,-10.944768813682263
-0.04543050557190016,-4.855542138109535,-11.455163185771603
-0.0028685895163063314,-5.050677319248862,-11.320264319826512
-0.11953234549718174,-4.540532197066982,-11.640572028305021
-0.2184011036732057,-4.592236683360103,-10.943950506662635
-0.5044187784444711,-4.250762699366197,-9.910792426022853
-0.3661819052435645,-4.437122823743361,-10.367493416473964
-0.7012997187900276,-4.009136420437976,-9.212759341805956
-0.8679927872405974,-3.9014435394838305,-8.42798669301083
-1.1726273531758,-3.5425963531694054,-7.3178736700284635
-1.1406314201940848,-3.517873087536268,-7.559295799185031
-0.8823065636219587,-3.8331013210467737,-8.478788471596776
-1.1885053492964186,-3.8251037881617203,-6.657590823320123
-1.334207074779982,-3.7401723860454807,-5.953243274651222
-1.0836458635286765,-3.5386906807892693,-7.859573952671477
-1.3120918724207467,-3.4716595118591713,-6.622960237179251
-1.077947148514078,-3.953297154466816,-7.064553295403977
-0.9191702291961246,-4.128989117910565,-7.665830884424197
-0.6631451868296879,-3.906168242194379,-9.647622890055189
-0.9238673732444089,-3.8559045967743453,-8.18381706240693
-1.1883085115595018,-3.726658680773319,-6.855662064518425
-1.3473593635233687,-3.4375739764599245,-6.479526361362013
-1.2586998055614027,-3.558727485261443,-6.769176691530773
-1.2372547414496085,-3.4051739035686075,-7.2049542395872095
-1.4182238388733674,-3.4153001296412366,-6.098887202899398
-1.6595332483677014,-3.046677080471425,-5.388276844273017
-1.328640143367633,-3.5609810584718162,-6.345027518272644
-0.9721697894308616,-3.6990870524678945,-8.207637653901116
-0.9902183690616198,-3.6408714597262737,-8.215777361599809
-1.249142197064646,-3.75316758272374,-6.437642147586719
-1.4798399822914976,-3.5755182059937183,-5.408754189685651
-1.5495110508820242,-3.4400402708715103,-5.261683648386908
-1.477299156705936,-3.151464321554772,-6.272106912076915
-1.1533382078602157,-3.8932929658233895,-6.732215316614002
