#K-Path    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
#Band-index    1
   0.000   -23.898  0.000  0.000  0.000  0.000  0.195  0.195  0.199  0.195  0.199  0.984
   0.031   -23.898  0.000  0.000  0.000  0.000  0.194  0.194  0.200  0.196  0.199  0.984
   0.061   -23.898  0.000  0.000  0.000  0.000  0.181  0.181  0.214  0.223  0.185  0.984
   0.092   -23.898  0.000  0.000  0.000  0.000  0.195  0.195  0.199  0.194  0.200  0.984
   0.122   -23.898  0.000  0.000  0.000  0.000  0.203  0.203  0.191  0.179  0.208  0.984
   0.153   -23.898  0.000  0.000  0.000  0.000  0.202  0.202  0.192  0.181  0.207  0.984
   0.184   -23.898  0.000  0.000  0.000  0.000  0.208  0.208  0.186  0.168  0.213  0.984
   0.214   -23.898  0.000  0.000  0.000  0.000  0.188  0.188  0.207  0.209  0.192  0.984
   0.245   -23.898  0.000  0.000  0.000  0.000  0.193  0.193  0.202  0.200  0.197  0.984
   0.275   -23.898  0.000  0.000  0.000  0.000  0.190  0.190  0.205  0.205  0.194  0.984
   0.306   -23.898  0.000  0.000  0.000  0.000  0.184  0.184  0.210  0.216  0.189  0.984
   0.337   -23.898  0.000  0.000  0.000  0.000  0.181  0.181  0.214  0.223  0.185  0.984
   0.367   -23.898  0.000  0.000  0.000  0.000  0.192  0.192  0.203  0.201  0.196  0.984
   0.398   -23.898  0.000  0.000  0.000  0.000  0.194  0.194  0.201  0.197  0.198  0.984
   0.429   -23.898  0.000  0.000  0.000  0.000  0.194  0.194  0.200  0.197  0.198  0.984
   0.459   -23.898  0.000  0.000  0.000  0.000  0.196  0.196  0.198  0.192  0.201  0.984
   0.490   -23.898  0.000  0.000  0.000  0.000  0.212  0.212  0.182  0.162  0.216  0.984
   0.520   -23.898  0.000  0.000  0.000  0.000  0.220  0.220  0.174  0.146  0.225  0.984
   0.551   -23.898  0.000  0.000  0.000  0.000  0.204  0.204  0.191  0.178  0.208  0.984
   0.582   -23.898  0.000  0.000  0.000  0.000  0.211  0.211  0.183  0.164  0.216  0.984
   0.582   -23.898  0.000  0.000  0.000  0.000  0.211  0.211  0.183  0.164  0.216  0.984
   0.592   -23.898  0.000  0.000  0.000  0.000  0.217  0.217  0.176  0.150  0.222  0.984
   0.603   -23.898  0.000  0.000  0.000  0.000  0.219  0.219  0.175  0.146  0.224  0.984
   0.614   -23.898  0.000  0.000  0.000  0.000  0.226  0.226  0.168  0.133  0.231  0.984
   0.625   -23.898  0.000  0.000  0.000  0.000  0.227  0.227  0.166  0.130  0.232  0.984
   0.636   -23.898  0.000  0.000  0.000  0.000  0.224  0.224  0.169  0.136  0.229  0.984
   0.647   -23.898  0.000  0.000  0.000  0.000  0.224  0.224  0.170  0.137  0.229  0.984
   0.657   -23.898  0.000  0.000  0.000  0.000  0.221  0.221  0.173  0.143  0.226  0.984
   0.668   -23.898  0.000  0.000  0.000  0.000  0.221  0.221  0.173  0.142  0.226  0.984
