Cl,Cs,Sn
-0.5809500817572972,-3.9605473921065153,-5.894351266105256
-0.2948515021967642,-4.511345007228676,-6.509347513224133
-0.5110551719283857,-4.227485356175396,-5.779844796940966
-0.27395479082549007,-4.388557323129626,-6.880303149649879
-0.2934050953155458,-4.506072245113695,-6.528571478741406
-0.3594979540996792,-4.390994754561778,-6.36216930714044
-0.34929803464807513,-4.453332834121169,-6.298692664731282
-0.2841616423101837,-4.4713891748078245,-6.653398337385319
-0.5659621617398717,-4.360333146159807,-5.184707278103227
-0.5687012307053892,-4.493815715402749,-4.901307725824236
-0.4233609292210889,-4.3489585569423665,-6.063063851650804
-0.6535460319837428,-4.288303353375931,-4.803263642207752
-0.7136636881683422,-4.296956110471537,-4.425252190908942
-0.9361756469281065,-3.9797768917792524,-3.7245388757349267
-1.2122133308252834,-3.5721772443352764,-2.8835120672398182
-1.3299143400235844,-3.405034077379941,-2.511592345960684
-1.1606295485209506,-3.6012450941356953,-3.1348790614649755
-1.385217647433059,-3.497359481703915,-1.995121692855887
-1.261973458048403,-3.777499054474172,-2.174307683623308
-1.2495715331620734,-3.8119472773549883,-2.179822787179655
-1.1161083681158754,-3.6051518055903955,-3.3941927209860268
-1.4033831973734532,-3.146365510103686,-2.5881163364139783
-1.578775813485843,-3.0981802864446126,-1.6321310870577872
-1.3142675309781846,-3.4188075331287697,-2.577926288735424
-1.1597612105547948,-3.609528775461834,-3.1235217266096345
-0.9974975677704155,-3.811557887516246,-3.693045359207085
-1.2425129275747206,-3.297771408717207,-3.2505261579793308
-1.2074985878324265,-3.7006939224451343,-2.654767168977243
-1.3100109770714667,-3.230655725824031,-2.9797692267852085
-1.2111084657119693,-3.7513931486626344,-2.531709449264985
-1.1905585613424232,-3.3600703562152434,-3.437654460377044
-0.9184095124718484,-3.6683258997458372,-4.454037666539306
-0.6452843540270923,-4.233654633874237,-4.962131148951042
-0.7350078146735344,-3.915081217492608,-5.060937217835647
-0.6190036560335249,-3.9360069684369714,-5.715110667786978
-0.7156633359154712,-3.8420230158596733,-5.323120493649897
-0.8731281885835338,-4.04624698850245,-3.969883432355968
-1.1364503617799018,-3.772880662462795,-2.9366830452570696
-1.1771952899706974,-3.5268858088525827,-3.1842031833327202
-0.9875768037138035,-3.682819802205174,-4.010046114168902
-0.7793302969765297,-4.091327146276407,-4.442510466450079
-0.748563642421025,-4.065695584879964,-4.678373516575993
-0.7648679984441169,-3.765816947186899,-5.180304655823571
-0.8553240670185575,-3.8658669194713666,-4.437468299807992
-0.5937528136541753,-4.450201050682809,-4.838227557571402
-0.6548461962953398,-4.30309011821385,-4.76588912666233
-0.414880594731026,-4.362454242457257,-6.0869544875614
-0.23520849619892698,-4.275124360897201,-7.339646841874107
-0.1280667555964675,-4.434591003066793,-7.66356400114968
-0.18621441316575388,-4.88721998359179,-6.4094200946839655
-0.25658664763995287,-4.7269353100473035,-6.307756034927747
-0.41438561910219124,-4.18928886865271,-6.436255088943502
-0.32607495642983797,-4.7040522744264885,-5.9365922534300655
-0.1884668126630639,-4.366129085816274,-7.438087493251141
-0.08011293076865934,-4.621548039970914,-7.577372876308287
-0.0030156577529967376,-4.835999974248902,-7.611052645846285
-0.0837185498610709,-4.476733858529437,-7.845367524636771
