#K-Path   X-component    Y-component   Z-component    Total        |  X-real         X-imag         Y-real         Y-image        Z-real         Z-imag
#Square of TDM (in Debye^2)                                        |  TDM-vector (in Debye)
 0.000   0.801490E-10   0.240245E-11   0.131343E-09   0.213895E-09  -0.894548E-06  -0.544406E-05  -0.175213E-06  -0.945390E-06  -0.673626E-05   0.394521E-05
 0.031   0.318964E-03   0.884324E-04   0.822756E-04   0.489672E-03  -0.303539E-02   0.677337E-02  -0.362947E-04   0.969228E-04  -0.193306E-02   0.717281E-02
 0.062   0.992995E-03   0.288068E-03   0.296710E-03   0.157777E-02  -0.842537E-02   0.737657E-02  -0.536962E-05   0.418160E-05  -0.780721E-02   0.803691E-02
 0.093   0.153241E-02   0.459215E-03   0.638707E-03   0.263033E-02   0.950333E-02   0.103565E-01  -0.623012E-05  -0.560669E-05   0.104381E-01   0.942341E-02
 0.124   0.164270E-02   0.516169E-03   0.994431E-03   0.315330E-02  -0.140589E-01   0.576492E-02   0.776293E-05  -0.425593E-05  -0.133451E-01   0.727855E-02
 0.155   0.140843E-02   0.468826E-03   0.122864E-02   0.310590E-02  -0.855610E-02   0.120534E-01   0.329542E-05  -0.520123E-05  -0.711876E-02   0.129595E-01
 0.185   0.106224E-02   0.373568E-03   0.128934E-02   0.272514E-02   0.117810E-01   0.648623E-02  -0.306118E-05  -0.135409E-05   0.124241E-01   0.515743E-02
 0.216   0.755244E-03   0.275548E-03   0.120800E-02   0.223879E-02  -0.112797E-01   0.352099E-02   0.175037E-05   0.480620E-07  -0.108781E-01   0.462394E-02
 0.247   0.528940E-03   0.194857E-03   0.104533E-02   0.176913E-02  -0.107904E-02  -0.101837E-01  -0.512479E-07   0.587689E-06  -0.196328E-02  -0.100535E-01
 0.278   0.374468E-03   0.134897E-03   0.853448E-03   0.136281E-02   0.730946E-03   0.884932E-02   0.128522E-06  -0.271435E-06   0.139924E-02   0.877064E-02
 0.309   0.269386E-03   0.926393E-04   0.665580E-03   0.102761E-02   0.151896E-02  -0.757394E-02  -0.168661E-06  -0.111552E-06   0.101828E-02  -0.765939E-02
 0.340   0.196252E-03   0.635353E-04   0.499142E-03   0.758929E-03  -0.537995E-02   0.405557E-02  -0.162389E-06   0.465514E-06  -0.513963E-02   0.435945E-02
 0.371   0.142865E-03   0.436695E-04   0.360368E-03   0.546903E-03  -0.511291E-02   0.285041E-02  -0.951624E-07   0.430904E-06  -0.496340E-02   0.310613E-02
 0.402   0.102208E-03   0.300756E-04   0.249532E-03   0.381815E-03   0.468937E-02   0.181068E-02  -0.135104E-06  -0.172676E-06   0.476873E-02   0.159729E-02
 0.433   0.703015E-04   0.207051E-04   0.163886E-03   0.254893E-03  -0.376725E-02   0.190537E-02  -0.438207E-06   0.185419E-06  -0.368718E-02   0.205956E-02
 0.464   0.450162E-04   0.141673E-04   0.998885E-04   0.159072E-03   0.964714E-03   0.327324E-02   0.354586E-06   0.345760E-06   0.108891E-02   0.323444E-02
 0.494   0.253954E-04   0.955256E-05   0.539673E-04   0.889153E-04   0.144858E-02   0.213542E-02   0.108317E-06   0.925007E-07   0.152552E-02   0.208470E-02
 0.525   0.113676E-04   0.625622E-05   0.232806E-04   0.409044E-04   0.173455E-02   0.933496E-04   0.228690E-06  -0.394345E-06   0.173721E-02   0.340580E-04
 0.556   0.284410E-05   0.387769E-05   0.571214E-05   0.124339E-04   0.446953E-03  -0.747440E-03  -0.160222E-06  -0.182893E-06   0.422116E-03  -0.762307E-03
 0.587   0.250537E-12   0.217504E-05   0.522852E-12   0.217504E-05   0.110885E-06   0.305269E-06   0.104006E-06   0.124880E-06   0.291586E-06   0.431642E-06
 0.587   0.747130E-13   0.217488E-05   0.164067E-12   0.217488E-05  -0.285209E-06   0.224389E-06  -0.127354E-06  -0.186855E-07  -0.204743E-07  -0.394387E-06
 0.598   0.103254E-02   0.662994E-05   0.988484E-03   0.202765E-02  -0.947678E-02  -0.376216E-01   0.125596E-02  -0.407346E-03   0.144547E-01   0.359930E-01
 0.609   0.411917E-02   0.151423E-04   0.394283E-02   0.807714E-02   0.632412E-01  -0.447749E-01   0.165996E-02   0.204174E-02  -0.566529E-01   0.528364E-01
