#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS: 140  96
# Band-Index    1
   0.00000    -34.249986
   0.05239    -34.250090
   0.10478    -34.250087
   0.15717    -34.250061
   0.20956    -34.250015
   0.26195    -34.249893
   0.26195    -34.249893
   0.30445    -34.249835
   0.34695    -34.249343
   0.38946    -34.248504
   0.43196    -34.247345
   0.47446    -34.245796
   0.51697    -34.244083
   0.55947    -34.242238
   0.60197    -34.240100
   0.64448    -34.237810
   0.68698    -34.235420
   0.72948    -34.232871
   0.77199    -34.230425
   0.81449    -34.228142
   0.85699    -34.225911
   0.89950    -34.223964
   0.94200    -34.222535
   0.98450    -34.221883
   0.98450    -34.221883
   1.03689    -34.221985
   1.08928    -34.221985
   1.14167    -34.221983
   1.19406    -34.221982
   1.24645    -34.221880
   1.24645    -34.221880
   1.28895    -34.222554
   1.33145    -34.224003
   1.37396    -34.225965
   1.41646    -34.228208
   1.45896    -34.230502
   1.50147    -34.232961
   1.54397    -34.235516
   1.58647    -34.237912
   1.62898    -34.240209
   1.67148    -34.242357
   1.71398    -34.244204
   1.75649    -34.245923
   1.79899    -34.247473
   1.84149    -34.248621
   1.88400    -34.249455
   1.92650    -34.249944
   1.96900    -34.249986
   1.96900    -34.249986
   2.01685    -34.249813
   2.06469    -34.248964
   2.11253    -34.247554
   2.16037    -34.245615
   2.20821    -34.243094
   2.25605    -34.240375
   2.30390    -34.237188
   2.35174    -34.233733
   2.39958    -34.230099
   2.44742    -34.226260
   2.44742    -34.226260
   2.49981    -34.226365
   2.55220    -34.226350
   2.60459    -34.226328
   2.65698    -34.226300
   2.70937    -34.226168
   2.70937    -34.226168
   2.75187    -34.226196
   2.79437    -34.225970
   2.83688    -34.225598
   2.87938    -34.225099
   2.92188    -34.224383
   2.96439    -34.223677
   3.00689    -34.223002
   3.04939    -34.222183
   3.09190    -34.221350
   3.13440    -34.220530
   3.17690    -34.219652
   3.21941    -34.218943
   3.26191    -34.218426
   3.30441    -34.217925
   3.34692    -34.217553
   3.38942    -34.217323
   3.43192    -34.217143
   3.43192    -34.217143
   3.48431    -34.217245
   3.53670    -34.217247
   3.58909    -34.217247
   3.64148    -34.217246
   3.69387    -34.217144
   3.69387    -34.217144
   3.73637    -34.217333
   3.77887    -34.217571
   3.82138    -34.217954
   3.86388    -34.218465
   3.90638    -34.218992
   3.94889    -34.219713
   3.99139    -34.220601
   4.03389    -34.221426
   4.07640    -34.222268
   4.11890    -34.223092
   4.16140    -34.223771
   4.20391    -34.224481
   4.24641    -34.225197
   4.28891    -34.225696
   4.33142    -34.226067
   4.37392    -34.226295
   4.41642    -34.226260
   4.41642    -34.249893
   4.46427    -34.249715
   4.51211    -34.248861
   4.55995    -34.247448
   4.60779    -34.245514
   4.65563    -34.242991
   4.70347    -34.240265
   4.75132    -34.237082
   4.79916    -34.233633
   4.84700    -34.230000
   4.89484    -34.226168
   4.89484    -34.221880
   4.94268    -34.221924
   4.99052    -34.221751
   5.03837    -34.221462
   5.08621    -34.221073
   5.13405    -34.220485
   5.18189    -34.220020
   5.22973    -34.219388
   5.27757    -34.218704
   5.32542    -34.217985
   5.37326    -34.217144
   5.37326    -34.221883
   5.42110    -34.221927
   5.46894    -34.221751
   5.51678    -34.221466
   5.56462    -34.221078
   5.61247    -34.220490
   5.66031    -34.220026
   5.70815    -34.219389
   5.75599    -34.218702
   5.80383    -34.217982
   5.85167    -34.217143
 
# Band-Index    2
   5.85167    -34.217143
   5.80383    -34.217981
   5.75599    -34.218702
   5.70815    -34.219389
   5.66031    -34.220026
   5.61247    -34.220489
   5.56462    -34.221078
   5.51678    -34.221466
   5.46894    -34.221751
   5.42110    -34.221926
   5.37326    -34.221882
   5.37326    -34.217144
   5.32542    -34.217984
   5.27757    -34.218703
   5.22973    -34.219387
   5.18189    -34.220019
   5.13405    -34.220484
   5.08621    -34.221072
   5.03837    -34.221461
   4.99052    -34.221749
   4.94268    -34.221922
   4.89484    -34.221876
   4.89484    -34.226166
   4.84700    -34.229995
   4.79916    -34.233625
   4.75132    -34.237073
   4.70347    -34.240254
   4.65563    -34.242980
   4.60779    -34.245495
   4.55995    -34.247431
   4.51211    -34.248830
   4.46427    -34.249676
   4.41642    -34.249852
   4.41642    -34.226254
   4.37392    -34.226290
   4.33142    -34.226064
   4.28891    -34.225694
   4.24641    -34.225195
   4.20391    -34.224480
   4.16140    -34.223770
   4.11890    -34.223091
   4.07640    -34.222267
   4.03389    -34.221425
   3.99139    -34.220600
   3.94889    -34.219713
   3.90638    -34.218991
   3.86388    -34.218465
   3.82138    -34.217953
   3.77887    -34.217571
   3.73637    -34.217332
   3.69387    -34.217144
   3.69387    -34.217144
   3.64148    -34.217246
   3.58909    -34.217247
   3.53670    -34.217247
   3.48431    -34.217245
   3.43192    -34.217143
   3.43192    -34.217143
   3.38942    -34.217323
   3.34692    -34.217552
   3.30441    -34.217925
   3.26191    -34.218426
   3.21941    -34.218943
   3.17690    -34.219652
   3.13440    -34.220530
   3.09190    -34.221350
   3.04939    -34.222183
   3.00689    -34.223001
   2.96439    -34.223676
   2.92188    -34.224383
   2.87938    -34.225098
   2.83688    -34.225597
   2.79437    -34.225969
   2.75187    -34.226195
   2.70937    -34.226166
   2.70937    -34.226166
   2.65698    -34.226296
   2.60459    -34.226324
