Cl,Cs,Sn
-0.39461982063487183,-4.515898988939863,-5.9016296391731125
-0.13561855810342327,-4.390439146743702,-7.706556898754128
-0.38058166258572496,-4.39529505497146,-6.227066455404802
-0.4853470482175591,-4.208134875710454,-5.972794500135809
-0.573882436969554,-4.208847255979163,-5.440157407086422
-0.3547585753639472,-4.634759707605716,-5.9030756734669545
-0.2118415639731413,-4.8154942436336245,-6.399108669755974
-0.1103387014389246,-4.407427442519873,-7.824259447188775
-0.14447301721489408,-4.846101952055132,-6.742104533462442
-0.06756277250412089,-4.628148691670768,-7.63947252249581
-0.2704462467387355,-4.487870040925778,-6.702728978578101
-0.09350291963884963,-4.64330180428922,-7.4535254144505325
-0.3692956220664562,-4.180173218707035,-6.725026371049264
-0.3000032386414365,-4.3167971677132755,-6.8675327735869
-0.3879365163674729,-4.3649361480488595,-6.243655146559513
-0.2134986049945915,-4.697567364893146,-6.625020181108228
-0.024451134648783245,-4.6967152288323915,-7.761009275304588
-0.10361349725116713,-4.786754216894253,-7.105957123566562
-0.11695499316670911,-4.710276084738861,-7.178864412384095
-0.033265741373344926,-4.909267890093981,-7.28301631243404
-0.30152049687928745,-4.369268872440765,-6.753485814704816
-0.5255320699387087,-4.13178651275155,-5.884381095726719
-0.3324441514574076,-4.706830167850243,-5.8928212964171385
-0.5580714247606493,-4.414469930400437,-5.123778131497301
-0.7528965394028354,-4.3075929094943115,-4.168581485456435
-0.8888435109140692,-4.0998242624783865,-3.7684369504208814
-0.7080522364353288,-4.257399778700658,-4.5380335648487815
-0.6031880850058711,-4.029505821117481,-5.623006388591881
-0.3480383350163531,-4.668447400417897,-5.876021729928159
-0.5833759090115584,-4.0347695923211,-5.731351902150519
-0.511153837518087,-4.265666121051004,-5.70289127365154
-0.5343882402773648,-4.371552081018799,-5.351712937160284
-0.3472936013227567,-4.4943087847045415,-6.228767363516447
-0.2607208566122134,-4.428259665049405,-6.880302071089981
-0.055317071508027824,-4.778858560816407,-7.41152699018109
-0.0921366055358839,-4.849443423467305,-7.049440060712157
