Cl,Cs,Hf
-2.4330573046095063,-2.3628785900659453,-2.465230117633139
-2.734465334576147,-2.0895559121754244,-1.203427293614335
-2.613567211099186,-2.2121024918565197,-1.6837228751139115
-2.30543126621399,-2.433473016164389,-3.0897974958093446
-2.653475384440968,-2.2170976347122324,-1.434283549351792
-2.706881484147619,-2.015333770440318,-1.5173746796557146
-2.4222646261446643,-2.6056324258205614,-2.0444785169129593
-2.4998222255202607,-2.026567179145376,-2.7372634140097487
-2.678109651086906,-2.211581523513041,-1.2975101718745465
-2.727803174656445,-2.3896237458574774,-0.6432645857684405
-2.5604385272524195,-2.264833723204884,-1.8970325154977805
-2.2920256604164915,-2.5671759270781704,-2.902825308766779
-2.5815651368571917,-1.9479437965229445,-2.4040527112330285
-2.554887956283626,-2.45381249485178,-1.5523783980167498
-2.2512706852276807,-2.3743116639705004,-3.5330836861149795
-1.9466129674497479,-2.931633712942043,-4.246385894839493
-2.11934764900353,-2.8386274727782146,-3.3959902858444577
-2.1487800058319655,-2.423465447571269,-4.049720195287733
-1.9103506716390337,-2.8767626661054586,-4.5737017633769455
-1.8989129156759765,-2.937509344239081,-4.520834942888044
-1.7531550681274464,-2.8706802235163806,-5.529040269624628
-1.8145629706588924,-3.0053503636697925,-4.891252574129125
-1.7568388574734761,-2.8376034643996797,-5.573091051781851
-2.0171160367663536,-2.748567571092441,-4.189499762639062
-1.9503050804589628,-2.8708342841767616,-4.3458320743147665
-2.2117429878886994,-2.2989487777438944,-3.9209756426020803
-1.8668517906297035,-3.25184675212836,-4.084526877387123
-1.5960115203521865,-3.3042037692077,-5.604854464893546
-1.4186123211620862,-3.6741490349759913,-5.929359128497565
-1.7791130976673424,-2.9770915015349186,-5.160469536348175
-1.661863761447356,-3.17088453534215,-5.476379486053629
-1.3277284507138989,-3.7235064197848606,-6.375947581568951
-1.0737822644887198,-3.7295412533540406,-7.887555031781667
-0.8536389925804246,-4.076108859280527,-8.515279451378465
-0.6605798836029884,-4.369113334600238,-9.08762515460366
-0.6565147857172837,-4.3685019831595655,-9.113238444799233
-0.8409775608162497,-4.090396555470386,-8.562672649583797
-0.880962397763487,-3.772083799164858,-8.959389140511428
-1.2337294867699964,-3.465430152960214,-7.456093898881659
-1.3598338340320246,-3.734633712329222,-6.161060696571475
-1.3835951809779745,-3.3085258192219587,-6.870708401110301
-1.3149291979829785,-3.7890938696758276,-6.321568198172541
-1.2714012716287701,-3.7757501935329416,-6.609423108583561
-1.4963740038969335,-3.553995341456371,-5.703096419127721
-1.7955235281778819,-3.247878194043011,-4.520433568268752
-1.907420406904917,-2.7170145705129576,-4.910779542966649
-1.7122877131584346,-3.2404582247896307,-5.034688396892196
-1.4899290475041993,-3.3874851861632056,-6.07478646807046
-1.5658624355779638,-2.970333466737584,-6.453489578479116
-1.8034470921251502,-3.195142614631317,-4.57836334340853
-1.4548590797162928,-3.4391048096457544,-6.181967027832799
-1.3744307445504838,-3.399409862159363,-6.743926933800436
-1.1137133655328086,-3.693305968802616,-7.720438994619981
-0.9229826649378101,-4.007498215648791,-8.236438704497623
-0.689765435705604,-4.357981604894971,-8.9347753013985
-0.5256961426305697,-4.246075726999516,-10.143002815639615
-0.6802457701571474,-4.232343478479459,-9.243169547520266
-0.8296394568789206,-4.128599954726538,-8.554294474695466
-0.5462837922305603,-4.469845938383892,-9.57193649527092
-0.31521478401077374,-4.540995759295548,-10.816050902766328
-0.03712309377478532,-4.878975202452106,-11.808642157869143
-0.26515145922827327,-4.807673251218151,-10.583075867616126
-0.39129469482027535,-4.596811216114725,-10.247940524270962
-0.12149546689150394,-4.730781999855916,-11.598794324361211
-0.1477400140407834,-4.415540672558943,-12.07180969605948
-0.07227611093626951,-4.970096966911476,-11.415480525981497
-0.08013341715967114,-4.612995328949214,-12.082539964565612
-0.3099017931918429,-4.733878765343144,-10.46216283558472
-0.04679187855162285,-4.595241600638844,-12.31809665283464
-0.17492339525359324,-4.362142752801135,-12.015505248298236
-0.5377957834505732,-4.193308561161124,-10.17593930239638
-0.20735780011850144,-4.739649894009365,-11.065884536692328
-0.17520331528508024,-4.7537614018204115,-11.23058843007076
-0.39099286239091063,-4.233431332162469,-10.976511286751665
-0.7325522130493299,-3.9358756805504114,-9.522266486025263
-0.9684117577670708,-3.5552299018084246,-8.868400775202792
-0.7425035177367428,-4.062714260989378,-9.208881497022853
-0.4045120093475717,-4.649114957319301,-10.064029154698034
-0.1366534796708662,-4.714186096036808,-11.541038055323254
-0.3030109609628059,-4.418098678892269,-11.135068001860693
-0.09082117936827441,-4.734404789719602,-11.775594469773214
-0.17220846408308502,-4.422824513450175,-11.910431314023207
-0.2534808146866371,-4.520527975305908,-11.227390286690428
-0.3393290327107081,-4.680463939358664,-10.392429050440489
-0.6117712369120986,-3.9967570531197527,-10.12518959770997
-0.7668625964636197,-3.9966262607796423,-9.194903025081064
-0.6288410629386947,-4.293207703873523,-9.429869340042853
-0.4332143884980607,-4.617016517359444,-9.956011759714814
-0.080653276994861,-4.560533227296278,-12.184345008860344
-0.27743207634035527,-4.729221692842848,-10.66629528169424
-0.13668078529648986,-4.42145101050708,-12.126344392628967
-0.0776833772732427,-4.804281800412597,-11.714667260957418
-0.4203709737725299,-4.16848472643075,-10.930135829925387
-0.16298394191376459,-4.895459284796018,-11.020508904347444
-0.00431499998048934,-4.568246761578946,-12.626947602381238
-0.27210262473719726,-4.774169900927785,-10.60837557514331
-0.32889521691002904,-4.2054527990338,-11.405054225894292
-0.33449013496502417,-4.598888660728019,-10.584612994175883
-0.4052539724842892,-4.246532932870438,-10.864741424775454
-0.3703921332893151,-4.665699946866491,-10.235578431953192
-0.1098273547742539,-4.9669759711607675,-11.196415054455008
-0.21697515945086887,-4.555357261335119,-11.376765646046614
-0.06403832119196276,-4.515536091288224,-12.374029015693843
-0.37508685157899885,-4.633567062686423,-10.271675890575228
-0.5300633349174564,-4.126785466752695,-10.355380182411936
-0.8825943769007741,-3.635207767273588,-9.223349329470246
-0.5745793615304802,-3.9826736909687486,-10.376507574301689
-0.7367896401491351,-4.154999270663085,-9.058594743201084
-1.0125384226666707,-3.6046272858591473,-8.504846017703747
-1.007599692081154,-4.021092196037444,-7.701548580860254
-0.807272048225312,-4.011124805688719,-8.923449224692757
-0.8278889209205247,-3.8216361691270486,-9.178725261644821
-0.9770204467042263,-3.5750257749206327,-8.777156895355443
-1.113325478761922,-3.993335274490926,-7.122707703868683
-1.1181987782236276,-3.944280150977739,-7.191578154124824
-1.3518428528773776,-3.7249053517146327,-6.228463304728535
-1.7045685853993318,-2.923666960254135,-5.7145856925178045
-1.636521100614492,-3.066555595655886,-5.8370933304233406
-1.9692366889011392,-2.680820654091662,-4.612269683831908
-1.8627074960816177,-2.7547545451351962,-5.1035770586619655
-1.516453329715521,-3.1776081655888277,-6.335394815951285
-1.7240762621931596,-2.844214349532357,-5.756444853198396
-1.5115308885246348,-3.496782049555851,-5.726581695162554
-1.5567067397798457,-2.9649830860664133,-6.519124514610166
-1.1990951274084996,-3.5321943639569975,-7.530371633057075
-1.452074656150956,-3.245985646130751,-6.584911896254826
-1.7244812087557801,-3.188608216035141,-5.065227440817104
-1.5087388882165775,-3.5728649187896164,-5.591167958543368
-1.6283836980431206,-2.954747568716233,-6.109533799730876
-1.6934888156078314,-3.2597088143964825,-5.108980602982114
-1.7240360769191165,-2.9355609161407967,-5.573992831625773
-1.6405225752178283,-2.928315143641298,-6.0895653868325
-1.9105835095731343,-3.0500835734499048,-4.225662921083452
-1.766923636365194,-2.9069387285478405,-5.373911850135222
-2.0574466022793865,-2.826779565585379,-3.7910923805749897
-2.193440540655039,-2.787531979197539,-3.053623923096754
-2.4258720879696267,-2.159241582902453,-2.915615431799397
-2.414148718519914,-2.4641174869495126,-2.3762038404035555
-2.7679053763339043,-2.1367484885724526,-0.9084018902737324
-2.42813149944704,-2.2984557326120485,-2.6236306635157263
-2.634828500421361,-2.0915687339528457,-1.7972226549882082
-2.4088446190769077,-2.6393216501097783,-2.0576201107410625
-2.6738396772292843,-2.2961846588893455,-1.1539237442676695
-2.9005994884013466,-1.7927326817155138,-0.8002688315829575
-2.849125952349561,-1.715264485783358,-1.2640464397579845
-2.5784980899927787,-1.9957505830118882,-2.3268414194416165
-2.6550809288934345,-1.9914890346342535,-1.8758674827929498
-2.369961780975252,-2.4577389766426854,-2.6540824862851826
-2.6945863319449685,-2.330807228084781,-0.960198677582694
-2.349344827507989,-2.4672463558857145,-2.758769448602702
-2.581994179657541,-2.3646971311536853,-1.5679717851694466
-2.65572487030378,-2.097394474721538,-1.6601929541563092
-2.450232414945456,-2.2530548395433705,-2.5818269566625887
-2.6784264436422855,-2.359770455621636,-0.9992315523250785
-2.7063252197569008,-2.383322240533693,-0.784735325813274
-2.9424778536371092,-1.9409644266546655,-0.25253515029007945
-2.9043620273329034,-2.056253242594913,-0.2506524762348187
-2.7260021987502365,-1.8414703220592659,-1.7503772888021152
-2.6047250729418927,-2.4446536888664614,-1.2716733100377853
-2.7406303911282315,-2.0333758222589147,-1.2787971341348483
-2.568561054856802,-2.3768148509427274,-1.6243350943957977
-2.9081128038040416,-1.6431592432990902,-1.0543358159996339
-2.839338660499507,-2.2481557461431407,-0.2569876701387411
-2.553618552241239,-2.2288620555557785,-2.0098957008630753
-2.8731799547961208,-1.7464251647009301,-1.0574010672434815
-3.0982080620293972,-1.4268364508051317,-0.34640985163541693
-3.0469295213267555,-1.4722811854563094,-0.5631916265489141
-2.777271047833236,-2.296171247498037,-0.533362343426577
-2.975449711043883,-1.7568435924930914,-0.4229456741725847
-2.9223535060690637,-1.6392158539606638,-0.9767783810863563
-2.7342173746229945,-2.003638599620369,-1.3767496784433597
-2.9355951221729693,-1.6587985476371259,-0.8581632971099977
-2.7095782374815895,-2.2974446376938045,-0.9369724251449187
-2.641069144562464,-2.27463786643335,-1.3936405251805808
-2.2818267695607255,-2.3371999677178765,-3.4239705726219603
-2.062948837338838,-2.8575581805320973,-3.696521740324842
-1.71399199312037,-2.903881532838697,-5.6976161010224535
-1.5620472709129696,-3.3380842841896015,-5.740878931565045
-1.3571754132735971,-3.751814153919265,-6.142650337941953
-1.7079037319796333,-3.1640980805026713,-5.213712572538921
-1.386732463493986,-3.4788849460873936,-6.511166452283363
-1.4616821111943539,-3.286059300268802,-6.447119857718338
-1.7694792223319897,-2.8034036395143245,-5.565648512401478
-1.8051879788916603,-2.8385665801669884,-5.281070091738127
-2.1280058434702833,-2.6497831236762877,-3.7217298172477906
-2.0216128124742525,-2.855264515890221,-3.9491252187961092
-1.742864878378109,-3.0964145745558604,-5.139312706041691
-1.969288679494501,-2.9256372772993418,-4.122324493856375
-2.23929216649074,-2.6113393799464792,-3.130899366584666
-1.9895299249076468,-3.02849567572978,-3.7951602245166245
-1.830099603461651,-2.9706622935530707,-4.867408917546019
-1.649825132889051,-3.1335218632448685,-5.623336601598024
-1.6298841661485024,-3.4346358407191584,-5.1407544470927355
-1.855988596377658,-3.2585344363216913,-4.136330674512737
-2.0686449135905205,-2.6595988125392043,-4.058264018800535
-1.7242352115923547,-2.84938896818232,-5.745141919503299
-1.4208723689098843,-3.542186244160724,-6.179724423641313
-1.4172246570555647,-3.642701102407381,-6.0005809782739155
-1.1620608627440374,-3.937847988171419,-6.941269972615003
-1.2829441684586884,-3.545261226308786,-7.001143662052363
-1.189376549233477,-3.4261737049640413,-7.800724420093124
-1.2290555125741218,-3.422829445493426,-7.569339158990484
-1.3981744991007903,-3.5170266208376786,-6.366230889141966
-1.228310134789449,-3.3879405399371625,-7.643589236811047
-1.4257433598301794,-3.5180329992460826,-6.198804967948822
-1.0839352899672035,-3.7454461247269,-7.794827136165045
-0.8236292339440422,-4.048170201719865,-8.751215318318085
-0.7822435208175191,-3.9399411550857337,-9.215987690345484
-0.5685363331966334,-4.065139217666157,-10.24783469090995
-0.4832677846575752,-4.418517196244438,-10.052690024987738
-0.3080535418947154,-4.741696783245177,-10.457616307563418
-0.40480126094864316,-4.710460898612531,-9.939601762505145
-0.7200598711915839,-4.213436808915884,-9.042098280440793
-0.9914546847695169,-3.6196792858421047,-8.601244445120756
-1.2854572433013,-3.3937860782072056,-7.289015509199855
-1.460927618548653,-3.331124385080162,-6.361516643969822
-1.5298051752493904,-3.5903593079638076,-5.429781457998108
-1.6978256406323349,-3.233413259994141,-5.135550761639775
-1.4382155072433804,-3.1464643292445342,-6.867109423472717
-1.3336118838249311,-3.744682545926036,-6.298294730620408
-1.2438592567198599,-3.4877444180381847,-7.350686749026537
-1.450705658802754,-3.507905328472193,-6.069286515661155
-1.4429853036686944,-3.2584581037588585,-6.61450309589218
-1.4895524177689068,-3.5860999549394266,-5.679816708929772
-1.8023478282453231,-2.956520760601379,-5.062202634747369
-1.4680620634079102,-3.606046540393141,-5.768865664188322
-1.466098212873584,-3.6253679843074593,-5.742005879565643
-1.6828803991647814,-3.097023408763867,-5.498001912905645
-1.483215548060829,-3.3430572484067516,-6.203923340243588
-1.238637766657976,-3.6531819697303685,-7.051140586013473
-0.9263735851742929,-3.6785662166900024,-8.873957180996305
-1.0765622548588785,-3.965156243055033,-7.399645110158731
-1.2577072407677046,-3.404886745967559,-7.43331418888072
-1.5479051246607112,-3.3453970606162087,-5.81110625622538
-1.5122583113981047,-3.0473883015919285,-6.621004653849579
-1.7374387628852086,-2.8108385937745104,-5.7430213605617935
-2.0881708290640653,-2.700158176194857,-3.85998979864796
-1.8321213601615467,-2.956168669733703,-4.884265624985381
-1.9164300075451668,-3.1511367725386705,-3.9884775350737245
-1.774401485640861,-2.9026236192697366,-5.337674973037426
-1.932916867785274,-2.8355981100097245,-4.520633698690973
-2.13529857752247,-2.7139991405793937,-3.5495413791284594
-2.441417492242879,-2.473120917635439,-2.194584336693916
-2.4692279651332365,-2.1772602420112355,-2.6194428506001755
-2.4341950261855536,-2.135776650036494,-2.9126076682357556
-2.4391809128950537,-2.6346984554394104,-1.8848487371729252
-2.31015801295264,-2.810181985890965,-2.3080190759242964
-2.0174311866813355,-2.8973400236243876,-3.8900639580852774
-2.2451607662725834,-2.6023413413015772,-3.1136838451834112
-2.1916236896810535,-2.5546153320664895,-3.5303583232027678
-2.1126298053181216,-2.6917380819051306,-3.730076129703075
-1.8973095538949316,-3.1966067141774905,-4.012260373697494
-1.990309531547889,-2.799889260970568,-4.247695414193596
-2.0725765499561324,-2.578618264685158,-4.196635296314956
-2.314933505412829,-2.2327451883744898,-3.4342397161961133
-2.1554856703161023,-2.9017322524173417,-3.0529525986907693
-2.030047578927013,-2.8350156262916433,-3.939014399276701
-2.2172239044886397,-2.4475083869988947,-3.5909709244924373
-2.0380239991824722,-2.812360512324391,-3.936466105678449
-2.0863284974520666,-2.4553553281724714,-4.360649484364726
-2.1169753989735147,-2.5332634713546374,-4.020951788871702
-2.209792476541688,-2.8189694588001144,-2.89263734857171
-1.867044782248681,-3.0437592667409,-4.499543898448179
-2.228105021843376,-2.814116034286487,-2.792468925788836
-2.1937654420568955,-2.555769886620322,-3.51519869984005
-2.193282122794926,-2.349997283403044,-3.929643821846422
-1.9417843904023726,-2.8678361165948787,-4.402952549818075
-1.6581546697689007,-2.9843375707545334,-5.871727965299596
-1.8092510838200822,-2.7147284864189674,-5.50436764966364
-1.6840456430678752,-3.4129823976976876,-4.859092471619439
-1.9226946028409315,-2.68555802015393,-4.882047468068618
-1.588453696995365,-3.101384050634094,-6.055840842181687
-1.4224881187469856,-3.4518627500370505,-6.350676912866051
-1.356192138685507,-3.4062042295768347,-6.839769834155356
-1.0361339309155837,-3.7012633914820734,-8.170000756964418
-1.23704716298215,-3.7800168030517916,-6.807014541425583
-1.5541940780548475,-3.237505017931182,-5.989156621230617
-1.655914231496012,-3.339304672077545,-5.175236392290903
-1.3407966654271322,-3.7314101600818494,-6.281730812695574
-1.3806500531285755,-3.477747586305118,-6.549935634040375
-1.3102920783167609,-3.686401713861426,-6.554775227798648
-1.1716905979490586,-3.661358447169141,-7.436470643389433
-1.4688344863791138,-3.2324519479356217,-6.511420311276139
-1.4059981285765462,-3.2554603578751378,-6.842421638212512
-1.37662521298566,-3.6461853081195352,-6.237209231269036
-1.6381534302093754,-3.347515956547637,-5.265378631070538
-1.892556117677608,-2.669667616887576,-5.094659185581264
-1.8671765431416012,-2.703414939289392,-5.179441987993674
-2.194208336098371,-2.4881899104425464,-3.6477012879467465
-1.9326253286165844,-2.852187623456527,-4.489203906809505
-1.7473696342552143,-3.0866833798972473,-5.131746560096285
-1.9038470693482672,-3.208432348528391,-3.9493840122756807
-2.1311023465792887,-2.8449752832156787,-3.312766479514976
-1.9317088575149934,-2.840301612371151,-4.5184747555898035
-1.879922538170437,-3.034358701234156,-4.441078493931132
-1.674027918225632,-3.2254589268229754,-5.294245762422324
-1.393105207761222,-3.3497005065580487,-6.731298865738637
-1.193024284402067,-3.761373807948854,-7.108437803111954
-1.5324058138162477,-3.5236433553696,-5.54760953178538
-1.591175065048165,-3.265091644660858,-5.71209744581136
-1.5658864538639605,-3.4835164833567416,-5.42697943552482
-1.771785196398262,-2.9230564450968637,-5.312507056838768
-2.042866104097199,-3.039980829366553,-3.4521728421057665
-2.333978921221205,-2.643733680858059,-2.497990236378717
-2.3040073662382143,-2.624187011078642,-2.716912905835497
-2.345502210344447,-2.617720700528191,-2.4808764622990016
-2.489693670214414,-2.074351432638472,-2.702466238858634
-2.4768425555522535,-2.5760021809575777,-1.7762714301933893
-2.392165296261118,-2.4893003142890313,-2.4577387192772946
-2.0461222008860442,-2.9903555814049616,-3.531886757295876
-2.1967553014267542,-2.4490308563235392,-3.710737604214461
-2.218272568158525,-2.6912530918728823,-3.097189532725152
-2.4588694990531796,-2.5236121216845024,-1.9888898877339836
-2.560104195774357,-2.5100020591739804,-1.4087018324279619
-2.852874522403765,-2.0423292668805457,-0.587425457238385
-2.5419777535833763,-2.307402834648434,-1.9226589346249405
-2.6876173995989534,-1.8888048172099128,-1.886017093408518
-2.7800137107242726,-2.2894715792862392,-0.5303057025039525
-2.5287445929183248,-2.2569901704367115,-2.1028832270386943
-2.835255598493837,-1.7801225947632933,-1.2175523449324606
-3.1126842788742026,-1.5329335297501245,-0.047358392676600844
-2.888470525576105,-1.7065247104033783,-1.0454585511586805
-2.884454446672696,-2.104457003885828,-0.2736904376142307
-2.98640361708115,-1.622646777336771,-0.6256158682616245
-2.869180123000043,-2.1803081945136915,-0.2136339983944243
-2.522952911405068,-2.187518634620603,-2.276576387750451
-2.7519130038979096,-1.9389066896846021,-1.4000397226654044
-2.753191034193317,-2.165354308066454,-0.9394763041292564
-2.467429683834511,-2.595752138376732,-1.7932487456615356
-2.816917326607638,-2.2049961648462864,-0.47783483608366767
-2.4756106727410208,-2.273881937321992,-2.3879032143319567
-2.1781684248708344,-2.769326135146459,-3.181668305904143
-2.1516257868129243,-2.525369975791386,-3.828836452961747
-2.3472597089015905,-2.526749718220565,-2.652273435571392
-2.6409470991226436,-2.090604078086094,-1.7624403745140165
-2.4701124625560507,-2.3427746585116855,-2.283107033062391
-2.3565623053660487,-2.5105384195388862,-2.6288804541480015
-2.0492025287710978,-2.50795941494215,-4.478197122911179
-2.170465036653438,-2.650465707120877,-3.4656094912596815
-2.0442050825171156,-2.88952141059864,-3.7450578091220916
-1.9894635078740197,-3.072488301006794,-3.7075734761643613
-1.807078916108655,-2.7717736910528292,-5.403310246664478
-1.9487295519182257,-2.6039167835340673,-4.889120246844576
-1.6326094721385906,-3.246490012978403,-5.500694266633717
-1.5105236692704862,-3.2879443698886717,-6.150300370021806
-1.4715553204341227,-3.082832005301727,-6.794335192213875
-1.6987505559561897,-2.8962094782570458,-5.804408833170834
-1.9687382300518101,-3.009946990573808,-3.957007763963588
-2.3149250536237935,-2.2133141464086274,-3.4731525108620502
-2.606609487483284,-2.329150915935782,-1.4913723686507954
-2.2572408832720345,-2.269601318477557,-3.706683188834746
-2.0960171522282085,-2.8895943692794095,-3.434039473493996
-1.8105529075860665,-3.0259534246772444,-4.874106830551179
-1.886300453364991,-3.060895607327958,-4.349737190576205
-2.2406716299204996,-2.3383454803465527,-3.668610385205962
-2.0498471259575557,-2.5210962045752434,-4.448055960526245
-2.3453544220595623,-2.492918691722641,-2.731367209619409
-2.61212410898273,-2.4766423586376876,-1.163301754250312
-2.798796031225088,-1.9486318957490016,-1.099291146573534
-2.8626273058892417,-1.7615634080618954,-1.0904404739628253
-2.5407532695737878,-1.9698073295661775,-2.605196848846983
-2.8685183532969654,-2.029754087952316,-0.5187128297356415
-2.608946311960924,-2.13305950879743,-1.8695342360616622
-2.2819996395624287,-2.7112956429481643,-2.6747420021511665
-2.2109296748388636,-2.713192399784627,-3.0973682768196316
-2.198064673918772,-2.6048482914099806,-3.3912464990894735
-1.964832722720249,-3.1301160958103584,-3.7401025974798543
-2.0718790215844165,-2.772489537759656,-3.813077920396255
-2.1138016554309087,-2.809050139066866,-3.4884209147028815
-2.259680677115968,-2.4205656142557497,-3.390115834214757
-2.026440071589243,-2.6495797656922453,-4.331531164502116
-2.3775365909565287,-2.3453689639843205,-2.833373651714253
-2.7260522118640806,-1.9372993968896106,-1.558419060458363
-2.8520922698387494,-1.9169505423840165,-0.8428764216215376
-2.7210538179227184,-1.8042761213201572,-1.8544559752454415
-2.5285036683478754,-2.31791572535373,-1.9824776646273505
-2.303368115025096,-2.400976559900067,-3.1671693154713574
-2.2365359107877913,-2.8835887861696157,-2.6029380883560878
-2.501041070528675,-2.3910803275202825,-2.0009240472094487
-2.5441681963011553,-2.1921867705058724,-2.1399484066033887
-2.2859464092244988,-2.7740872390491105,-2.525478191976852
-2.4249070945457407,-2.320773871563241,-2.5983408150211402
-2.5023076908459636,-2.5355814754210604,-1.7043220295041654
-2.771213680881263,-2.299766638796874,-0.562515762540742
-2.5576038819438827,-2.007339588530387,-2.429028656697994
-2.9058669855600883,-1.871346080927127,-0.6114370502072839
-3.0854310636105993,-1.6279472399265322,-0.02085026390540716
-2.8766200822395374,-1.8631734574922638,-0.8032637170003153
-2.8021970043485,-2.054274302626019,-0.8676004940790291
-2.700237457524141,-2.3488496605516533,-0.8902070591739144
-2.432620365101855,-2.115145657614411,-2.963317619582115
-2.4294484749024283,-2.462315227769027,-2.288009820469441
-2.716445182556488,-2.3657577694882193,-0.7591444911066991
-2.870413326542179,-2.1621422657151865,-0.2425666347386197
-2.5549532612419945,-2.3782563766746097,-1.7030988046208795
-2.7164370144251047,-2.0191702766395103,-1.4523684855924173
-2.6733471587246083,-2.1963673658357337,-1.3565134414029487
-2.4294622509219947,-2.555586637362474,-2.101384345165151
-2.3847394245156637,-2.163013807570837,-3.154866963186409
-2.093986434991223,-2.9189279391390883,-3.38755663719655
-2.2303320102500996,-2.5764269742361052,-3.254485115449258
-2.022001631531273,-2.799243974153141,-4.058833387928145
-2.3063553110888186,-2.583056628921331,-2.785086001046491
-2.408735304195175,-2.7035984731791127,-1.9297223538927897
-2.6969958190643113,-2.1787715107436223,-1.2498131895489533
-2.5167796131082802,-2.014388764290849,-2.6598759181906884
-2.8718420938396862,-1.9584725271806438,-0.6413335080226624
-2.6238335808820787,-2.1124837087136195,-1.8213622227023543
-2.5691816228558433,-2.071248264631066,-2.2317448590248743
-2.8301284298399048,-1.7125262280225904,-1.383508090337457
-2.9608297392935357,-1.6073320262183937,-0.809688637224064
-2.8251873805096746,-2.231800738023882,-0.37460536631625335
-2.4908297767199095,-2.557111972842931,-1.7301285194167448
-2.2402336079801386,-2.873077231866249,-2.601775013808734
-2.0788735533168246,-2.849229812532492,-3.617630180456133
-2.191974782159218,-2.85970449480173,-2.9180734428632977
-1.9727353356800412,-2.848969901276488,-4.254979308788843
-1.8764651715570202,-2.987253999196772,-4.5560320976864
-2.055675194334395,-2.7612165676040723,-3.9328468242075476
-1.9647580179802793,-2.7544987181584513,-4.491785581223486
-1.8989850185524442,-2.8061473847705223,-4.783126244566356
-2.16978958635544,-2.440250250888528,-3.890093105512368
-2.241440582471142,-2.311403546978352,-3.7178805366385115
-2.4702987460396413,-2.564360166021533,-1.8388183171411503
-2.521054874325099,-2.1637953401678423,-2.3354111991357893
-2.5221268362554943,-2.4183120800757933,-1.8199459477375113
-2.197268730405852,-2.7679082453796773,-3.0699022522275996
-1.8973894653164547,-2.9636463945915574,-4.4777015443402215
-1.5699158472818358,-3.21154016624563,-5.946755709239793
-1.5211700409814979,-3.3040571679529953,-6.054196543627088
-1.1916330452038484,-3.8700570966851333,-6.89941866082871
-0.8512068589662458,-4.021980075435908,-8.638129820752775
-0.8617370392882264,-3.814127524632004,-8.9906538404287
-1.2186800959445119,-3.524361982444069,-7.428526584866855
-1.5530701949065202,-3.1882029082881362,-6.0945041394066735
-1.5599846272827702,-3.272198453382107,-5.885026454961231
-1.6773372617095323,-3.116677507403765,-5.491952540357343
-2.0190093477873994,-2.812665908234177,-4.049943222229317
-2.2053417090593035,-2.838999694127929,-2.8792814828103857
-1.9670933524239957,-3.109264774356724,-3.7682414621646423
-1.942862221886919,-2.626529505123665,-4.879098783853222
-1.7371226367496058,-2.825015101556006,-5.716565101812418
-1.83625712959409,-2.7958053426124745,-5.180177662632577
-1.5387887696841829,-3.0022650317845927,-6.552068443747784
-1.7731381972220706,-3.1224777104148025,-4.905546521260038
-2.0579199650053503,-2.698685198126501,-4.044440939136961
-2.163315270301232,-2.8116874510465895,-3.186064601521495
-2.017784911802066,-2.8804526209948738,-3.9217164126199218
-1.9277019854630917,-2.902536586724327,-4.418046039194862
-1.874533415791261,-3.071275270497377,-4.399580089679747
-1.876448020187393,-3.208117071707137,-4.114408860883436
-1.964760742591034,-2.9343703977311106,-4.132025874413641
-1.6119390767819533,-3.1419094143670376,-5.833877835996272
-1.8110137377804705,-3.1352185494171545,-4.6528115999049335
-1.9007813171679935,-3.2127860872087606,-3.959071047996583
-1.7185174824082248,-3.0205183813019296,-5.4371894683688575
-1.924710914382271,-2.855834546566839,-4.529396545994762
-1.8935044748697962,-3.117457918061013,-4.193388440081263
-1.6915583850127818,-3.0208908459407673,-5.598199123463839
-1.6401818755126274,-3.14750020167878,-5.65323946898874
-1.3896880244545147,-3.454682444230803,-6.541838090233372
-1.5820393510622923,-3.4978584256418195,-5.301378167764671
-1.6954968025212271,-3.169416291637473,-5.277517727019757
-1.8352740574879811,-3.1684329752734435,-4.4408208299472935
-1.6319138644213624,-3.247316009786464,-5.503215919320962
-1.9775509609721447,-3.009408607197375,-3.905208145194449
-1.7552884995531686,-3.176441063269659,-4.9047180015637375
-1.8964082852963184,-3.090862277059796,-4.229156859524563
-1.545824115467123,-3.2696767713329282,-5.975032889953472
-1.1832040483041915,-3.54294768321537,-7.604211469166179
-1.0237280561605893,-3.944889257486237,-7.757184273486058
-0.8772013536187738,-3.9643786595846486,-8.597365684540126
-0.9413561711101424,-3.6604699430574543,-8.820254212646303
-1.2240968720203664,-3.538597383280725,-7.367555126738418
-1.3150156978967562,-3.427940897132039,-7.0433551437774495
-1.0307681934146633,-3.610370062085369,-8.383981840763347
-1.278200613906751,-3.4630168678897872,-7.194093706201985
-1.1274871345475261,-3.702406543241195,-7.619595231654519
-1.3768992450126993,-3.2524281353603346,-7.023079384625202
-1.570661214819618,-3.2962623062670113,-5.772839223970335
-1.665599052137598,-2.927617715717115,-5.940501381162245
-1.9629010496305397,-2.94041578507381,-4.131093257491208
-2.006710127057549,-2.704722670944411,-4.339625021187949
-2.2495402581384827,-2.730572102018386,-2.8309453725543965
-2.5121024114861896,-2.4777603717699432,-1.7611959129650412
-2.4223541828878674,-2.606986274326635,-2.0412334794415887
-2.54600297028185,-2.2732798503697036,-1.9667536029915578
-2.728388075767571,-2.0058938426657553,-1.4072149854851286
-2.9808559183474728,-1.7863054791885213,-0.33158465696018535
-2.6905432211652758,-2.2213935627626493,-1.2032846729051137
