Al,O,Y
-4.572860348756839,-2.7088485396001962,-6.08828872200448
-5.278845753953962,-2.2363609792559824,-6.801596621386132
-5.0201314331329945,-2.471731932551857,-6.2913033429042455
-4.828665719599243,-2.516738232381733,-6.430387666140994
-4.7716340686834755,-2.5441523034590636,-6.415784133357951
-4.144155789261269,-3.016709170466546,-5.571353797698365
-3.834170586155842,-3.268943562103893,-5.079058236324692
-3.8543226655330787,-3.1443442242799704,-5.54386878865832
-4.701203321355249,-2.5823230988874473,-6.380485530524795
-4.577287554112679,-2.7094529111185564,-6.078492560337973
-3.9412807504201637,-3.180004436468968,-5.256297798423854
-3.0513732616287372,-3.758894265088489,-4.423917631931481
-2.3900975783655385,-4.2401500360549855,-3.601020686837491
-2.7775656899673122,-3.9694701990224135,-4.037959848964822
-2.4364991020372835,-4.126375603429011,-3.978782544555149
-2.1256907223713912,-4.425404940773781,-3.3006791612858883
-1.9877131839320032,-4.441052455779149,-3.4680516653300675
-2.9057189181357552,-3.844320805783048,-4.324968708308214
-2.388256358825682,-4.144084851707159,-3.9883501234618897
-3.224919671409151,-3.6304137879320884,-4.648595524256392
-4.030238481231337,-3.067751581994918,-5.557046331634764
-4.383419255725704,-2.899012889453452,-5.64336647764335
-4.431980847033832,-2.8558572403466496,-5.735053088557014
-5.235842832511447,-2.2728232271803126,-6.727419165426335
-5.923556081711527,-1.8283870980270054,-7.3589749333727665
-5.011799574598916,-2.4179660911319054,-6.5202531394741845
-5.138307224138585,-2.2871592108567596,-6.832634578008651
-5.006262523768351,-2.438579874189624,-6.447026425294248
-4.993510599657501,-2.459911021722616,-6.382955042013701
-5.07044817875281,-2.388356169175934,-6.540945153708248
-4.519289044373665,-2.7910729672372567,-5.84867651876153
-4.638978640221629,-2.729189025998267,-5.896729623970881
-5.290042670527317,-2.1979164748853615,-6.936713111246357
-4.546876848901704,-2.7812979334538377,-5.841796979681809
-4.57336364663801,-2.7179482882516286,-6.0510508975968005
-3.7822324085131465,-3.2499057344241167,-5.241773176448287
-3.989942585227133,-3.1645468268866783,-5.237025178741397
-3.1179738355232858,-3.7294386551249032,-4.43073911529491
-3.115863674073987,-3.7623282752691787,-4.30269757046664
-2.9103136952105473,-3.8740453709406824,-4.198412485886356
-3.3251487240801243,-3.6068939956409136,-4.575626272302802
-3.38421463260909,-3.5058887314022824,-4.881204148375718
-2.6152501349204456,-4.073610242589036,-3.8919255997764433
-2.8339654717944907,-3.8539593941073447,-4.406003432246467
-2.509326791407855,-4.050594781935712,-4.1605263482440575
-2.451473248061379,-4.146910258449439,-3.8716870144332782
-1.6874925624186863,-4.682013345030724,-3.0045758108459544
-2.0123558437888067,-4.424261037415698,-3.49414623902253
-1.3513025572811004,-4.867079138718352,-2.824629311324756
-0.7784880291347708,-5.3271420740461055,-1.9390684502576254
-0.6179781135930642,-5.361546613554751,-2.0689668181258876
-1.4100761751728204,-4.84407342583875,-2.8186961330236304
-2.026675855068046,-4.437715834053218,-3.4164603670070464
-2.7464857357570285,-3.928344147100451,-4.254263980336481
-2.928219242426458,-3.8408367837850523,-4.301404255815691
-2.687987529403805,-4.025009292452769,-3.9651004095159155
-2.7145744462788897,-3.9357689334733377,-4.277750317308498
-2.7072136826388586,-3.9062064442445563,-4.408268213623676
-3.384076227631072,-3.58962918960548,-4.546472990526289
-3.7091470376228393,-3.2819638635679884,-5.2353496113566464
-2.800120534708809,-3.878286920394212,-4.3651015555751345
-3.79345805225331,-3.289394326770335,-5.065109400829809
-4.285338671915998,-2.928268739150385,-5.689810718538462
-4.408455692464328,-2.8099155837386722,-5.958028305938099
-4.761691920376325,-2.66019475986093,-5.96818455492907
-3.764003391719563,-3.2511924835257213,-5.26700787469784
-4.114106861362602,-3.0211688884731775,-5.603596472169618
-4.074044821709446,-3.0093025034211216,-5.717832078466435
-4.544476514822754,-2.687442568056031,-6.221218998071286
-3.8706785675477837,-3.209751561677168,-5.254979602378353
-3.512432056977467,-3.465570467815673,-4.828781495441528
-3.3647269195874334,-3.4795713378354054,-5.018953244345989
-4.023616117833969,-3.085323259209971,-5.497796895103499
-3.3019159566000242,-3.55337655662862,-4.828417307485476
-3.235320108731684,-3.566906021138194,-4.885292529227746
-3.5289913511446085,-3.4102046234016017,-5.02264604948591
-3.2196968317090717,-3.6838313188849536,-4.443630133278399
-3.5026762198279466,-3.3931275543646424,-5.1348128778281845
-2.8306465275633106,-3.9347034540196737,-4.088558766315786
-1.956550481526261,-4.529130035826762,-3.167679182482515
-2.373155860440359,-4.1340415045166825,-4.05369100953267
-2.2183811318073925,-4.323281077182421,-3.55469059992466
-2.164366939117897,-4.357896051360871,-3.5062543576933494
-2.459804161054372,-4.08933274295461,-4.088112221424272
-2.524788391465409,-4.156857422932741,-3.709706450826688
-2.9591146406378432,-3.7836921114963724,-4.478490614618103
-3.926615470910803,-3.1797861878606275,-5.281612925372816
-3.7868393522059827,-3.316734335904277,-4.966780531039585
-4.403309461549222,-2.851440787961367,-5.8005045405724935
-4.8167375596222275,-2.575203421148466,-6.216407177702424
-5.290881151506157,-2.2333705091316367,-6.793499505963189
-4.608684070681267,-2.719938749609787,-5.98422167875874
-4.768494285042647,-2.662088785994844,-5.949271175949544
-4.9851627346771235,-2.4278377488639,-6.525161241749195
-4.806481840230333,-2.575927670902844,-6.230603044338066
-4.858544446813029,-2.552713688108155,-6.23668796454566
-3.9955854884636244,-3.138548690150758,-5.331612886957592
-4.585315308190597,-2.725931513077087,-5.999198562373988
-4.561431254406021,-2.6702891843363035,-6.261574633644749
-4.474403859848221,-2.8580148347007768,-5.655717689783191
-4.048621251409209,-3.073504452632909,-5.503396898786347
-3.7461014298832285,-3.215547554059956,-5.439424195621459
-4.5283759227523115,-2.820869855441067,-5.714344168648542
-5.2149218068564345,-2.2906493524412457,-6.69098304047429
-5.899594426931853,-1.8343895515216064,-7.374901210693818
-6.768942063838945,-1.3194619519684607,-7.985698880727917
-6.557113270005936,-1.4028426725060827,-8.005223988299107
-6.623319781383503,-1.3048593469310017,-8.286813104970152
-6.147599249195563,-1.6989354033434971,-7.5033764329667365
-6.695596789937513,-1.3634352369398393,-7.932047864011453
-6.727917610462325,-1.3130777896910293,-8.079609618798672
-6.419379234993754,-1.5643869155360313,-7.588603741199617
-7.0036119396468335,-1.1429499378701178,-8.30063047744147
-7.389786130878023,-0.8504572531117254,-8.826977564423059
-7.3654992668991754,-0.805686854516679,-9.046537265434656
-6.766409368431031,-1.3345481502922183,-7.929575246446073
-7.497708207873076,-0.792283373507411,-8.879802954515227
-7.9812685060887105,-0.40667242034773604,-9.616312936794536
-7.262674270603652,-0.9043386909408079,-8.823304913564016
-6.449708603648071,-1.4156907046251328,-8.132839637086015
-7.368762407425384,-0.8656592114231255,-8.801209270265188
-8.134297820497105,-0.31588269486878606,-9.724422981363013
-7.873313845701795,-0.5973986141864319,-9.033332595417946
-7.738568756757645,-0.5674525620228525,-9.377691952312512
-7.5166118653758724,-0.7059270227168422,-9.193722261839511
-7.150069865803631,-0.9572008062995864,-8.799530460128935
-7.632347260724607,-0.6359892119685483,-9.28058117925146
-7.936213395068924,-0.4883182085982739,-9.36482163549203
-7.500343139879942,-0.845994449956789,-8.66056709537294
-7.378461252303434,-0.8004935066174877,-9.045707348024322
-7.795053955812435,-0.6409118627410277,-8.989712751015164
-7.169809125850528,-1.022211031564734,-8.506590792323514
-7.046487556233351,-1.0583182910476978,-8.567697703753623
-6.868618002695456,-1.2375253379365738,-8.147318772094609
-6.875125276826474,-1.1867084007428683,-8.339741063984402
-7.575785309715244,-0.6614372204195673,-9.273059063796321
-8.528304651159996,-0.08802327252376103,-9.979182619638294
-7.732332909069724,-0.671728331616623,-8.970981953417299
-7.069302525861482,-1.0755626650126566,-8.460695258513569
-7.517903033511428,-0.7814451522692567,-8.889497796737258
-7.6726582934415175,-0.6759522041598065,-9.053544155958242
-7.840342866130738,-0.5113204933709125,-9.432596711298451
-7.645101763871387,-0.7061656184601177,-8.97861804804055
-7.177476141983225,-1.0116821245926044,-8.535928059990871
-8.022666340627937,-0.4488017076955421,-9.378799396504602
-7.582076431190719,-0.7557622537603528,-8.885273727974056
-8.32862123068806,-0.274532952533296,-9.565949600386713
-8.307956489197661,-0.2297500638148366,-9.779522391077881
-7.486693517795561,-0.8417092835690269,-8.700457131064622
-7.9665041687650575,-0.5238447541321124,-9.172230830529788
-7.970945067319354,-0.4268765186596878,-9.55270227482899
-7.231653485472103,-0.9516179790076492,-8.685889069849228
-7.886227121079849,-0.5531557516159072,-9.188781920069953
-7.167411212934236,-0.976990667772512,-8.69146876901956
-7.358478700872822,-0.8240934001609067,-8.984612026235002
-8.136582722769793,-0.35013330340533627,-9.58361237676233
-7.245120494398412,-0.8888515658771476,-8.914509707494055
-8.23402055903538,-0.29650704791164895,-9.6357210049611
-8.61252668158021,-0.023453666106095963,-10.097090994608598
-8.421899747522595,-0.22174164949139516,-9.621650617830094
-7.743764215572652,-0.6645027777155311,-8.980831991516787
-7.384525235788112,-0.8296464057465556,-8.918989112366923
-7.483071094939691,-0.8495127087875987,-8.675280801616784
-7.663162256532606,-0.7245727162270359,-8.874888835870845
-8.45539082112019,-0.17003117870533782,-9.772674044978332
-7.915194903847056,-0.4951499396891012,-9.372525529831833
-8.531965261492147,-0.03331943422116466,-10.19189695562843
-7.862531351149056,-0.4943302429155593,-9.463576904756
-8.398338261544449,-0.14614990669013914,-9.963286732332026
-7.8957867612093455,-0.5641566867870081,-9.128845445836388
-8.0545266991941,-0.38707122917678577,-9.572620712969357
-7.653266136882141,-0.7075823810500602,-8.959343709329522
-8.057491140706968,-0.3603992828876157,-9.674367762271256
-8.207054874340626,-0.36023069105540034,-9.425769240210686
-8.60538574588148,-0.09057658742438805,-9.840500868833315
-7.752916885199571,-0.5572365047018522,-9.394642634193303
-7.95985902632324,-0.45815269732987046,-9.446074295141782
-8.49672225333223,-0.17792901960310253,-9.67219696103387
-8.249648377067189,-0.22701931769601205,-9.887625562437302
-8.472165496037212,-0.09240988361577451,-10.055201433808215
-8.052077564035082,-0.44774711403591,-9.333999065464555
-8.300443560268336,-0.21035802730264538,-9.86961208534219
-8.504829659567712,-0.11257004588304304,-9.920120512188305
-8.454570398069713,-0.15791754621767806,-9.822495946679764
-8.060630878932951,-0.33826069911732554,-9.75768920030911
-7.754347561455909,-0.6746558522263453,-8.922580783668103
-8.485965991405992,-0.06624539895747542,-10.136858546826776
-7.738856717933435,-0.5646474375371087,-9.388432514962505
-7.083991373940243,-1.0609644403221585,-8.494606743810959
-7.666337800860875,-0.6417821410405915,-9.200758562736173
-7.881086440645529,-0.48190235679204424,-9.482363300089272
-7.266179316932713,-0.9352841195528424,-8.693681455234104
-6.821012542498627,-1.2186419457242987,-8.302194774605091
-5.952088773099922,-1.7812629487129488,-7.499917044981666
-5.819786337660726,-1.9144266747977599,-7.187766199707748
-6.467125798645075,-1.4706343930491252,-7.884036225061704
-6.302651798461334,-1.6156641150653273,-7.578040670636466
-6.5424337968443105,-1.3853725402931565,-8.09957030575352
-7.075084503353572,-1.0915163513348025,-8.387243884071502
-7.628037339120354,-0.6938328419837989,-9.056389861864213
-8.221718157874896,-0.31910148177909525,-9.565847271425456
-8.122593379615427,-0.3500676897486121,-9.60719040331317
-8.002956761260421,-0.4910381917621576,-9.242702759184
-8.230483574114594,-0.3568230359417582,-9.400352027708642
-7.273421139200263,-0.9174651655231904,-8.752887567573465
-6.3948749792273,-1.4588397852573853,-8.051632688591623
-6.468566076206332,-1.4591173020405441,-7.927704126493936
-6.1724518250854485,-1.7296377254862692,-7.339146184579172
-5.775816542865608,-1.9029304554732058,-7.307034068331161
-5.569535369668175,-2.067053081992777,-6.994345517581932
-6.090565842868824,-1.6913579882932857,-7.628741770378814
-6.21225458832372,-1.6129744005704294,-7.739461545512081
-7.190934381839096,-1.0273747630595205,-8.450727106363422
-7.541164842570377,-0.7133153610847459,-9.123247279710387
-7.787378041708042,-0.6208637635451002,-9.08269833797286
-7.5979162928679385,-0.6530114666158492,-9.269877107090037
-7.4760312351581,-0.7588613082581733,-9.049619503370472
-7.604912108195017,-0.6772449334327534,-9.161283547610623
-7.302094285641487,-0.8855798459339908,-8.832640268528223
-7.380163695863907,-0.812685568367797,-8.994101695088965
-7.37546649911099,-0.890510456411465,-8.690630804169157
-7.957085432190682,-0.4571037726427576,-9.45489265077783
-7.202032543558357,-0.9773033636356772,-8.632515767860028
-7.954478709861608,-0.4760197740793747,-9.383573182246487
-8.401207178725477,-0.21831886007794812,-9.669829390145747
-7.4194618591939,-0.7739293979230065,-9.083629437984804
-8.144395054545354,-0.4081795831447871,-9.338406704845259
-7.568998933344928,-0.7350376968225755,-8.98996778546815
-7.054109051723849,-1.0981703905796667,-8.395586813141584
-6.139886437665742,-1.6415704011615233,-7.745691127577668
-6.598967469572397,-1.328197297075952,-8.234048490742195
-7.485305314507882,-0.8419935610567173,-8.701633693259991
-7.030824669512357,-1.1100051057787843,-8.387055256030932
-7.465842015566752,-0.8313969964226745,-8.776458783364715
-7.957544180926006,-0.42791319558492585,-9.570890377783616
-8.058558730726983,-0.3855907205425643,-9.571822694951438
-7.320299747419276,-0.9120883863670846,-8.696263670499533
-6.500602812698552,-1.3840294674737477,-8.174660903940755
-6.632083842362321,-1.3957473091996304,-7.908654487597607
-6.258431663429571,-1.6619549485329839,-7.466577561818779
-5.897837622150504,-1.9134580183614995,-7.06155535130316
-6.227559168602882,-1.6132118631349068,-7.7130040614555675
-5.598453611611652,-2.050501912962835,-7.012353123795903
-5.1183024902472,-2.3515678599218304,-6.608341204900676
-4.445492514028269,-2.8822699700474668,-5.606882724763017
-5.302331955397148,-2.281365954167583,-6.582433052667753
-5.237775180508524,-2.31834572108548,-6.542108609810537
-4.738589137801269,-2.593085296608924,-6.275127045562186
-4.763459623745354,-2.6684943003069352,-5.932040220863332
-5.2896202713958544,-2.3155791223733226,-6.466766519846953
-5.186791115834438,-2.2905979002404253,-6.738073334314235
-5.038125218686837,-2.4351192008880433,-6.407764626969763
-5.726199520424567,-1.9964659158961549,-7.015587264041101
-5.5792995481688195,-2.0979168042744614,-6.854616997620787
-5.741260999135765,-1.9400008294436408,-7.216345145332492
-6.603328641474298,-1.4171803430112888,-7.870847687164346
-7.281534556669656,-0.9555172990471325,-8.58715667102871
-7.312032832662097,-0.8926130180416707,-8.787943335063156
-7.558502942795107,-0.7675848071768605,-8.877272661634043
-8.33287293865043,-0.2677481669457481,-9.586002562799623
-8.395173187266197,-0.1614724851172472,-9.90727154242068
-8.492785657552199,-0.1557824666349056,-9.767344165873379
-7.651550518614161,-0.6452485962060376,-9.211538212485578
-8.128494709634165,-0.29914198524646335,-9.801057671290538
-7.482722787213647,-0.7787640170332123,-8.95885608151107
-7.348070652291896,-0.8514811277750907,-8.892407863413142
-7.336226674265343,-0.8918221302936028,-8.750783816716682
-7.591518927512962,-0.7571797301491883,-8.863866328548308
-7.310628988722067,-0.9219662669963696,-8.67287007914441
-6.468269390684914,-1.4321621572630168,-8.036019181473076
-7.076427686473969,-1.0306294118255157,-8.628553003574654
-7.873929657326708,-0.5114858177573994,-9.375957428425886
-8.62172164292003,-0.04728532811022894,-9.986439411025701
-8.343187104482206,-0.18693323139327264,-9.892072028623232
-8.171834704803196,-0.2678697036566503,-9.853913472368072
-7.387752444606422,-0.8765248998564054,-8.726096454563676
-7.088138422189649,-1.1078995599212782,-8.299954518332136
-7.243037400960401,-0.8977627312838762,-8.882336868263828
-7.365159398177969,-0.8694691713232052,-8.791974446077228
-7.169884956842843,-0.9350101418418739,-8.855267966227766
-7.460169423369396,-0.7458591043833619,-9.128064671850892
-8.442053796921682,-0.15046474412524014,-9.8731681569629
-7.62083331574374,-0.7275900926448877,-8.933367564847549
-8.076343414447665,-0.36609321836441394,-9.620171564129567
-7.857295832879375,-0.48904494247190855,-9.493443970313406
-7.530217198663256,-0.7862563077071083,-8.849729566399471
-7.995904094895176,-0.4546008380725895,-9.400206617884347
-7.134044398742174,-0.9752841808085616,-8.753906073862131
-6.857615439405583,-1.1844684259290477,-8.377884025607836
-7.417021314433665,-0.8986099857279248,-8.588974661365523
-7.615089088757626,-0.7118817680572753,-9.005774574841519
-6.9437542427773105,-1.1824532828148282,-8.242379925778502
-7.8216662050037895,-0.6116640580680753,-9.062350221054714
-8.175199055369308,-0.3097280725998371,-9.6808727456518
-8.5165711446304,-0.11533597656252711,-9.88948764769922
-8.244937963106967,-0.23996446862989482,-9.843695648635475
-8.102750149704228,-0.40155280147701455,-9.43432200625156
-7.771375030556933,-0.6608750972705061,-8.949324688323085
-7.258684246161432,-0.9861771843583527,-8.502600980630866
-6.520306118014636,-1.4086673729957773,-8.043270439659162
-6.285542518883704,-1.5323569927181542,-7.939784625987874
-6.126460800790082,-1.7615072717803295,-7.288319706561878
-6.351767970881542,-1.5256578704448327,-7.856205361751431
-6.638696608428315,-1.2973195917552145,-8.291344080598616
-5.963026847263016,-1.779876069893137,-7.487234436655758
-5.341962355637617,-2.2330748433010617,-6.709546829066392
-6.236740436227396,-1.6430931172210812,-7.578176932403347
-5.379048406729529,-2.1380133901018095,-7.02798255671021
-6.26268625401906,-1.6054277589510015,-7.6855953358308895
-6.928805846600301,-1.1350017019435186,-8.457100242892087
-6.788969741251658,-1.2760626890451503,-8.125916470066633
-6.721757426489562,-1.2694172821789431,-8.264518622134954
-7.363246296388538,-0.8893519206365822,-8.715631951806104
-7.352188092512045,-0.8557586696276872,-8.868435295635841
-7.371708190135293,-0.8870918149904136,-8.71056921814619
-7.567273441752866,-0.7287086382579212,-9.018159839046868
-8.327040112738151,-0.2876345406652444,-9.516178444442101
-7.339655645151195,-0.8463133097777634,-8.927104147303618
-8.29040361427818,-0.2986388060713522,-9.533222213584292
-7.848314816506827,-0.5511223231624722,-9.260102808172064
-8.58695952962849,-0.039106960657745674,-10.077089736321533
-7.8995637780945245,-0.48684827703453754,-9.43178405670431
-7.150507261230798,-1.041353883817939,-8.462189157676912
-6.368620769618186,-1.5433274992475463,-7.757438848646172
-6.813982559365998,-1.2154254199766314,-8.326777516150141
-6.345824976771079,-1.5387338349787825,-7.813806493799738
-5.9419508594679185,-1.8765264118517582,-7.135759715146433
-5.508134516040069,-2.1658004163515034,-6.701690936193868
-5.79316090293921,-1.9493542308175904,-7.092431700164288
-5.9646881251187756,-1.8333395893985909,-7.270611562207675
-5.2459278463282955,-2.3377478692205282,-6.450912240904061
-4.415023989625798,-2.8386545212112395,-5.832125394112045
-3.5567232199963903,-3.4265669748376384,-4.910976862322128
-3.6681594944408054,-3.3568277457969042,-5.004206654411039
-4.316927088646983,-2.8994308918330685,-5.752514746589422
-5.236579922088336,-2.3534078074398597,-6.4038523617599985
-4.7184310207308515,-2.6302113608261792,-6.160219650477194
-4.513995625696293,-2.7600132004116755,-5.981737950526139
-4.307295055503921,-2.9068937144187053,-5.738716844818642
-4.182040427025393,-3.012809728099036,-5.523810504228198
-3.7526466746612384,-3.313456854945607,-5.0368782507821726
-3.2181539350982926,-3.6452977558655846,-4.600335879707171
-2.8629012191637266,-3.8307065548331085,-4.45078854372802
-2.530416183056618,-4.096434126639519,-3.94201998334756
-3.1759641895875057,-3.6674329474908585,-4.582111355724056
-3.95159074868751,-3.1265845688560505,-5.452793938429948
-3.7629898063046943,-3.3338501902537945,-4.93806635681033
-3.414936379702082,-3.4961010999176594,-4.869151762492557
-2.7956478582844553,-3.9676723650938728,-4.015014237483748
-1.8672930079059142,-4.529500385628265,-3.3149602393104134
-2.4680509467292606,-4.1176407822629715,-3.9611354213993444
-2.0690348668032805,-4.367620825977305,-3.626242046418646
-2.2171138287909784,-4.268731306035651,-3.775001856205765
-2.3933625376977257,-4.202171694417411,-3.7474924545008115
-2.270660143388516,-4.215964027845346,-3.8968271113044204
-2.2031923436839995,-4.306678770932486,-3.6464144717967217
-1.3763873158777047,-4.8138355013466985,-2.99579592981703
-0.6432499536235536,-5.284958125907456,-2.3332010353309194
-0.3101703537591432,-5.580122677787101,-1.7076754942530206
-0.9361972583103076,-5.201183879461245,-2.180052513304506
-0.30295053437224306,-5.614890427514337,-1.580637527655581
-0.9759554203730318,-5.071906157646187,-2.630899797126863
-1.316871423070919,-4.863333830888365,-2.8969957663283403
-1.5324790975217544,-4.716362675067376,-3.1255342655275706
-2.305834237316715,-4.178079591009557,-3.9897413687672465
-3.11598617581951,-3.7190587008118245,-4.4755716987201835
-2.3578075243134022,-4.201692183874707,-3.8086688523121675
-1.869759003938398,-4.5884162799860935,-3.0751866684916283
-2.2702099601434806,-4.255521093779694,-3.7393491529754197
-2.2692794145769426,-4.274190826063542,-3.6662211331175927
-2.7779442098277918,-3.975108672071135,-4.0147750903358075
-3.3355007477607135,-3.5930159498799266,-4.613885082545772
-3.9618090236512997,-3.141356818046476,-5.376674483395262
-4.505362541323703,-2.7803406313817653,-5.9148167006001
-5.022587484244499,-2.3849669017221258,-6.634270047703996
-5.2863980606659124,-2.2115900803048194,-6.888093039337534
-5.8760898868132365,-1.8222865497246132,-7.4624874514128186
-5.761593925803015,-1.8858740847274595,-7.398963913085133
-5.7910223093350295,-1.903093331826687,-7.281039618801535
-5.965986539721789,-1.8265114664861466,-7.295760029519095
-5.168081724786939,-2.2885147649290745,-6.777588193972135
-4.58101114942834,-2.7293630426758977,-5.992646041915839
-4.455312995048221,-2.8526146587644,-5.709136501528697
-4.791856666952487,-2.5553547239678167,-6.337270120874585
-3.9281847551407076,-3.155213211936735,-5.377289355351878
-3.742655403568342,-3.27970009800843,-5.188557397019042
-3.4222909209543424,-3.545465782475756,-4.659435463506403
-3.981646424353409,-3.143303079510695,-5.33582710303487
-2.9970636088486433,-3.727265460745477,-4.640948937270353
-3.193683950795009,-3.688806831315938,-4.467082885077898
-3.5425004746220896,-3.4338369325609945,-4.905601607052538
-4.492829971446158,-2.8380605859693135,-5.704824498712481
-5.041537639017154,-2.42269461554624,-6.451775601119781
-4.482279445337986,-2.8504895913218737,-5.6726926874825265
-3.540962730175461,-3.39866124327515,-5.048867271606963
-3.9042133018554583,-3.184427913954275,-5.300382969423803
-3.976590672506055,-3.0756257804008316,-5.614962552553249
-4.8183091957723265,-2.5331594827407984,-6.381963537749595
-4.645197042830651,-2.696728583527572,-6.016207389505294
-4.060771573554382,-3.017751577423896,-5.706157862713777
-3.8936866431021824,-3.171935845393613,-5.367895674921909
-3.270836550029525,-3.5480261176729284,-4.9016180742590745
-2.530128294872106,-4.1343536546141175,-3.7908216850900187
-2.2557481418747978,-4.269182493049483,-3.7088065863440707
-1.8648261794514378,-4.510769890941849,-3.393993598813541
-2.6188687964120847,-4.032157945169748,-4.0517036869675325
-1.7064856824609396,-4.5860722220777195,-3.3566851025875533
-1.7448245137500777,-4.667676604389791,-2.966369521190704
-1.8878201615790147,-4.476368124124261,-3.4932773625379303
-2.6265002276465843,-4.050324047661005,-3.9663202249450036
-2.265382716191073,-4.239833595577507,-3.810144552371516
-2.613386550338351,-4.070483624068303,-3.9075380481628668
-3.173011029266976,-3.7064325684795585,-4.431034805636804
-2.2609898466780693,-4.276775151484631,-3.669699777931358
-2.7770508441262978,-3.900087923147828,-4.316347028864856
-2.1161625371105393,-4.346670141923782,-3.6314986654539716
-2.0979254491741774,-4.32150565877053,-3.7625517446275825
-1.6767510956662128,-4.718950001940488,-2.8747316277943566
-1.9249239679713028,-4.440696062848508,-3.574125930320463
-1.7014598692774556,-4.629131412895798,-3.1928246946210486
-0.8223749735162673,-5.239531631892619,-2.216365311569079
-0.1315986563438711,-5.70471121777111,-1.506940830009106
-0.21857442490436,-5.613957256765898,-1.724997059762471
-0.38652018589180526,-5.558370515864725,-1.667434421721423
-1.055430732410575,-5.023138078324559,-2.693513261017471
-0.4392798348640622,-5.529478614018757,-1.695069280818199
-0.8896983322336444,-5.192720843003306,-2.2914028692640334
-0.5588375132373467,-5.4680840210147235,-1.7413848555455271
-1.248363142396125,-4.907955288541938,-2.83269040350537
-0.44119523798567106,-5.433307596420774,-2.076561012674116
-0.7850867826450897,-5.200146496150935,-2.4360528393211114
-1.1533313382688903,-4.954403380750353,-2.805284374883769
-1.8376555800962449,-4.487996414980488,-3.5303718349176405
-1.9576141486823464,-4.407181085139625,-3.6537022066375906
-3.0056112045223653,-3.821578153373901,-4.24945217396712
-3.3938980236176683,-3.5240933604218965,-4.792246647282964
-3.620406714116835,-3.3597268956806845,-5.072198022082535
-2.64664659731588,-3.9676045633469186,-4.263620879419189
-1.9828719173443645,-4.469495666855753,-3.3623475986697122
-1.1259771979188185,-5.049047671765147,-2.472297444741378
-0.6918199006499336,-5.334135965929965,-2.055539763530247
-0.9815554419017066,-5.155318209182382,-2.287918221767625
-0.4847667913397614,-5.387834292551981,-2.1858349725591406
-1.0049904542768688,-5.117770862739328,-2.3990492535812376
-1.1966459344518694,-4.94150161392538,-2.7847004485453635
-0.9674588164777285,-5.111763669620356,-2.4856307557223563
-0.4419111115044118,-5.465556750103787,-1.9463712754108295
-0.30019746360772703,-5.571652740017148,-1.758176728918529
-0.773618032157408,-5.20439037541858,-2.4381919063966655
-0.7760375358552102,-5.203479575779911,-2.4378025987883394
-0.7075354283006103,-5.29591410720033,-2.1822346523643286
-0.4818834206009188,-5.436742259676115,-1.9950087219606714
-1.4667260609564396,-4.849602649106978,-2.7021627636446865
-2.051962164271399,-4.424579190230181,-3.4268630936269426
-2.264780074264802,-4.29309980502795,-3.5980841177801945
-1.3505631738984738,-4.855220473602923,-2.8732962774241835
-1.5903967828603682,-4.739152749242734,-2.9378444932617795
-2.4117002462544654,-4.129860593863987,-4.00617400911994
-2.509086851126401,-4.102638284814656,-3.9527522371973727
-2.508717313124286,-4.076542800068662,-4.057750072851542
-2.1467128039905408,-4.299821784417312,-3.7679749840131818
-2.9793858740931634,-3.7488344600686183,-4.584135831236917
-3.875118841027132,-3.2064789354583962,-5.260669651454526
-4.690786032899313,-2.6661893917780275,-6.062382506389034
-4.228626111604963,-3.006421151859652,-5.471722001553119
-3.9763934129777354,-3.0899564756403146,-5.557968537475846
-3.3181604004224114,-3.514252570973301,-4.957839177069443
-3.5768733309498564,-3.3882853231107166,-5.030519950974038
-2.931072404177947,-3.820704563263373,-4.377177868316596
-2.0505235344303614,-4.42412050030662,-3.431095569722913
-1.5011306084806488,-4.8422821635068125,-2.6741037935050023
-1.4820739598866333,-4.836505036379304,-2.7289733830050604
-1.306418267747665,-4.935321745736263,-2.6264660324755043
-0.43728595961461747,-5.469072468917873,-1.9400169866374752
-1.4795980512593718,-4.859097992705164,-2.642728072080392
-1.8671691345583719,-4.490358826213648,-3.471732932548118
-2.242962404293289,-4.3025497861818405,-3.596646976450487
-2.2672470932438853,-4.210558732633063,-3.9241367090612678
-2.4073220417116836,-4.153649659826314,-3.9183147528419373
-3.1436434861142666,-3.7462987838356074,-4.320515849467125
-2.598672634198121,-4.081631161847819,-3.887471090611851
-1.9751563007647457,-4.4082659856155155,-3.6201256845966943
-1.7981244593896903,-4.609902544912466,-3.108632516367317
-1.159823779927085,-5.050032593065702,-2.4119467895253823
-1.0537380026950964,-5.024493367237141,-2.6909133215596057
-2.0051222622797176,-4.432925150275044,-3.4715457567669583
-2.8044743648009494,-3.9600219918860082,-4.030904886121052
-2.5536367095990093,-4.012545051127419,-4.238875407825307
-2.1810500561215904,-4.306758200414742,-3.6830005664717134
-1.9197105573912545,-4.447795168683854,-3.554418524612493
-2.632317731074815,-4.033638466808298,-4.023366709308783
-2.609365397057728,-3.977900237344264,-4.2845735171933965
-2.3839369093318172,-4.1366156005082155,-4.025426210747441
-2.0406467531005936,-4.452592118500289,-3.3336703991645207
-1.9077912456972057,-4.457387571158405,-3.53591443420437
-1.3025105617070187,-4.953341542340059,-2.560899689461396
-0.7000865122007726,-5.287107723853406,-2.2298750459184173
