 #energy      xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
   1.998      0.1169E+05      0.1169E+05      0.1169E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.032      0.1180E+05      0.1180E+05      0.1180E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.066      0.1192E+05      0.1192E+05      0.1192E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.099      0.1203E+05      0.1203E+05      0.1203E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.133      0.1216E+05      0.1216E+05      0.1216E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.167      0.1228E+05      0.1228E+05      0.1228E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.201      0.1242E+05      0.1242E+05      0.1242E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.235      0.1256E+05      0.1256E+05      0.1256E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.269      0.1270E+05      0.1270E+05      0.1270E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.303      0.1285E+05      0.1285E+05      0.1285E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.337      0.1301E+05      0.1301E+05      0.1301E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.370      0.1318E+05      0.1318E+05      0.1318E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.404      0.1335E+05      0.1335E+05      0.1335E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.438      0.1353E+05      0.1353E+05      0.1353E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.472      0.1372E+05      0.1372E+05      0.1372E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.506      0.1392E+05      0.1392E+05      0.1392E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.540      0.1412E+05      0.1412E+05      0.1412E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.574      0.1434E+05      0.1434E+05      0.1434E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.607      0.1457E+05      0.1457E+05      0.1457E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.641      0.1481E+05      0.1481E+05      0.1481E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.675      0.1506E+05      0.1506E+05      0.1506E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.709      0.1533E+05      0.1533E+05      0.1533E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.743      0.1561E+05      0.1561E+05      0.1561E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.777      0.1591E+05      0.1591E+05      0.1591E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.811      0.1622E+05      0.1622E+05      0.1622E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.844      0.1656E+05      0.1656E+05      0.1656E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.878      0.1692E+05      0.1692E+05      0.1692E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.912      0.1729E+05      0.1729E+05      0.1729E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.946      0.1769E+05      0.1769E+05      0.1769E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.980      0.1812E+05      0.1812E+05      0.1812E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.014      0.1859E+05      0.1859E+05      0.1859E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.048      0.1908E+05      0.1908E+05      0.1908E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.082      0.1960E+05      0.1960E+05      0.1960E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.115      0.2017E+05      0.2017E+05      0.2017E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.149      0.2079E+05      0.2079E+05      0.2079E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.183      0.2145E+05      0.2145E+05      0.2145E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.217      0.2217E+05      0.2217E+05      0.2217E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.251      0.2296E+05      0.2296E+05      0.2296E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.285      0.2382E+05      0.2382E+05      0.2382E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.318      0.2477E+05      0.2477E+05      0.2477E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.352      0.2581E+05      0.2581E+05      0.2581E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.386      0.2698E+05      0.2698E+05      0.2698E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.420      0.2827E+05      0.2827E+05      0.2827E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.454      0.2972E+05      0.2972E+05      0.2972E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.488      0.3136E+05      0.3136E+05      0.3136E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.522      0.3323E+05      0.3323E+05      0.3323E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.556      0.3537E+05      0.3537E+05      0.3537E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.589      0.3786E+05      0.3786E+05      0.3786E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.623      0.4078E+05      0.4078E+05      0.4078E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.657      0.4425E+05      0.4425E+05      0.4425E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.691      0.4844E+05      0.4844E+05      0.4844E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.725      0.5360E+05      0.5360E+05      0.5360E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.759      0.6009E+05      0.6009E+05      0.6009E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.793      0.6844E+05      0.6844E+05      0.6844E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.826      0.7941E+05      0.7941E+05      0.7941E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.860      0.9395E+05      0.9395E+05      0.9395E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.894      0.1130E+06      0.1130E+06      0.1130E+06      0.0000E+00      0.0000E+00      0.0000E+00
   3.928      0.1373E+06      0.1373E+06      0.1373E+06      0.0000E+00      0.0000E+00      0.0000E+00
   3.962      0.1670E+06      0.1670E+06      0.1670E+06      0.0000E+00      0.0000E+00      0.0000E+00
   3.996      0.2027E+06      0.2027E+06      0.2027E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.030      0.2446E+06      0.2446E+06      0.2446E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.064      0.2895E+06      0.2895E+06      0.2895E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.097      0.3301E+06      0.3301E+06      0.3301E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.131      0.3565E+06      0.3565E+06      0.3565E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.165      0.3628E+06      0.3628E+06      0.3628E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.199      0.3522E+06      0.3522E+06      0.3522E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.233      0.3385E+06      0.3385E+06      0.3385E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.267      0.3372E+06      0.3372E+06      0.3372E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.301      0.3543E+06      0.3543E+06      0.3543E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.334      0.3845E+06      0.3845E+06      0.3845E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.368      0.4171E+06      0.4171E+06      0.4171E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.402      0.4447E+06      0.4447E+06      0.4447E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.436      0.4685E+06      0.4685E+06      0.4685E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.470      0.4962E+06      0.4962E+06      0.4962E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.504      0.5341E+06      0.5341E+06      0.5341E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.538      0.5811E+06      0.5811E+06      0.5811E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.571      0.6294E+06      0.6294E+06      0.6294E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.605      0.6694E+06      0.6694E+06      0.6694E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.639      0.6925E+06      0.6925E+06      0.6925E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.673      0.6916E+06      0.6916E+06      0.6916E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.707      0.6633E+06      0.6633E+06      0.6633E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.741      0.6102E+06      0.6102E+06      0.6102E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.775      0.5399E+06      0.5399E+06      0.5399E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.809      0.4613E+06      0.4613E+06      0.4613E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.842      0.3813E+06      0.3813E+06      0.3813E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.876      0.3064E+06      0.3064E+06      0.3064E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.910      0.2433E+06      0.2433E+06      0.2433E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.944      0.1962E+06      0.1962E+06      0.1962E+06      0.0000E+00      0.0000E+00      0.0000E+00
   4.978      0.1642E+06      0.1642E+06      0.1642E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.012      0.1440E+06      0.1440E+06      0.1440E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.045      0.1328E+06      0.1328E+06      0.1328E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.079      0.1287E+06      0.1287E+06      0.1287E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.113      0.1298E+06      0.1298E+06      0.1298E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.147      0.1336E+06      0.1336E+06      0.1336E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.181      0.1375E+06      0.1375E+06      0.1375E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.215      0.1401E+06      0.1401E+06      0.1401E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.249      0.1411E+06      0.1411E+06      0.1411E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.282      0.1412E+06      0.1412E+06      0.1412E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.316      0.1393E+06      0.1393E+06      0.1393E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.350      0.1336E+06      0.1336E+06      0.1336E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.384      0.1240E+06      0.1240E+06      0.1240E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.418      0.1127E+06      0.1127E+06      0.1127E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.452      0.1018E+06      0.1018E+06      0.1018E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.486      0.9204E+05      0.9204E+05      0.9204E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.520      0.8358E+05      0.8358E+05      0.8358E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.553      0.7672E+05      0.7672E+05      0.7672E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.587      0.7167E+05      0.7167E+05      0.7167E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.621      0.6843E+05      0.6843E+05      0.6843E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.655      0.6677E+05      0.6677E+05      0.6677E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.689      0.6647E+05      0.6647E+05      0.6647E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.723      0.6743E+05      0.6743E+05      0.6743E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.757      0.6996E+05      0.6996E+05      0.6996E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.790      0.7457E+05      0.7457E+05      0.7457E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.824      0.8176E+05      0.8176E+05      0.8176E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.858      0.9162E+05      0.9162E+05      0.9162E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.892      0.1027E+06      0.1027E+06      0.1027E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.926      0.1116E+06      0.1116E+06      0.1116E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.960      0.1152E+06      0.1152E+06      0.1152E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.994      0.1135E+06      0.1135E+06      0.1135E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.027      0.1105E+06      0.1105E+06      0.1105E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.061      0.1103E+06      0.1103E+06      0.1103E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.095      0.1150E+06      0.1150E+06      0.1150E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.129      0.1250E+06      0.1250E+06      0.1250E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.163      0.1396E+06      0.1396E+06      0.1396E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.197      0.1571E+06      0.1571E+06      0.1571E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.231      0.1766E+06      0.1766E+06      0.1766E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.265      0.1978E+06      0.1978E+06      0.1978E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.298      0.2195E+06      0.2195E+06      0.2195E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.332      0.2375E+06      0.2375E+06      0.2375E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.366      0.2481E+06      0.2481E+06      0.2481E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.400      0.2522E+06      0.2522E+06      0.2522E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.434      0.2553E+06      0.2553E+06      0.2553E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.468      0.2659E+06      0.2659E+06      0.2659E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.502      0.2915E+06      0.2915E+06      0.2915E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.535      0.3359E+06      0.3359E+06      0.3359E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.569      0.3986E+06      0.3986E+06      0.3986E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.603      0.4736E+06      0.4736E+06      0.4736E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.637      0.5504E+06      0.5504E+06      0.5504E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.671      0.6177E+06      0.6177E+06      0.6177E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.705      0.6678E+06      0.6678E+06      0.6678E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.739      0.6994E+06      0.6994E+06      0.6994E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.772      0.7138E+06      0.7138E+06      0.7138E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.806      0.7096E+06      0.7096E+06      0.7096E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.840      0.6833E+06      0.6833E+06      0.6833E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.874      0.6404E+06      0.6404E+06      0.6404E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.908      0.5980E+06      0.5980E+06      0.5980E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.942      0.5743E+06      0.5743E+06      0.5743E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.976      0.5731E+06      0.5731E+06      0.5731E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.010      0.5843E+06      0.5843E+06      0.5843E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.043      0.5942E+06      0.5942E+06      0.5942E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.077      0.5950E+06      0.5950E+06      0.5950E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.111      0.5876E+06      0.5876E+06      0.5876E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.145      0.5771E+06      0.5771E+06      0.5771E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.179      0.5658E+06      0.5658E+06      0.5658E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.213      0.5533E+06      0.5533E+06      0.5533E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.247      0.5423E+06      0.5423E+06      0.5423E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.280      0.5399E+06      0.5399E+06      0.5399E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.314      0.5520E+06      0.5520E+06      0.5520E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.348      0.5800E+06      0.5800E+06      0.5800E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.382      0.6220E+06      0.6220E+06      0.6220E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.416      0.6707E+06      0.6707E+06      0.6707E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.450      0.7100E+06      0.7100E+06      0.7100E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.484      0.7226E+06      0.7226E+06      0.7226E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.518      0.7057E+06      0.7057E+06      0.7057E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.551      0.6758E+06      0.6758E+06      0.6758E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.585      0.6555E+06      0.6555E+06      0.6555E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.619      0.6604E+06      0.6604E+06      0.6604E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.653      0.6978E+06      0.6978E+06      0.6978E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.687      0.7673E+06      0.7673E+06      0.7673E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.721      0.8607E+06      0.8607E+06      0.8607E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.755      0.9623E+06      0.9623E+06      0.9623E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.788      0.1055E+07      0.1055E+07      0.1055E+07      0.0000E+00      0.0000E+00      0.0000E+00
   7.822      0.1130E+07      0.1130E+07      0.1130E+07      0.0000E+00      0.0000E+00      0.0000E+00
   7.856      0.1188E+07      0.1188E+07      0.1188E+07      0.0000E+00      0.0000E+00      0.0000E+00
   7.890      0.1231E+07      0.1231E+07      0.1231E+07      0.0000E+00      0.0000E+00      0.0000E+00
   7.924      0.1251E+07      0.1251E+07      0.1251E+07      0.0000E+00      0.0000E+00      0.0000E+00
   7.958      0.1241E+07      0.1241E+07      0.1241E+07      0.0000E+00      0.0000E+00      0.0000E+00
   7.992      0.1208E+07      0.1208E+07      0.1208E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.025      0.1175E+07      0.1175E+07      0.1175E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.059      0.1164E+07      0.1164E+07      0.1164E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.093      0.1181E+07      0.1181E+07      0.1181E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.127      0.1213E+07      0.1213E+07      0.1213E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.161      0.1234E+07      0.1234E+07      0.1234E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.195      0.1230E+07      0.1230E+07      0.1230E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.229      0.1199E+07      0.1199E+07      0.1199E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.262      0.1149E+07      0.1149E+07      0.1149E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.296      0.1097E+07      0.1097E+07      0.1097E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.330      0.1059E+07      0.1059E+07      0.1059E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.364      0.1044E+07      0.1044E+07      0.1044E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.398      0.1046E+07      0.1046E+07      0.1046E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.432      0.1048E+07      0.1048E+07      0.1048E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.466      0.1034E+07      0.1034E+07      0.1034E+07      0.0000E+00      0.0000E+00      0.0000E+00
   8.499      0.9985E+06      0.9985E+06      0.9985E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.533      0.9470E+06      0.9470E+06      0.9470E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.567      0.8884E+06      0.8884E+06      0.8884E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.601      0.8333E+06      0.8333E+06      0.8333E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.635      0.7904E+06      0.7904E+06      0.7904E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.669      0.7609E+06      0.7609E+06      0.7609E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.703      0.7375E+06      0.7375E+06      0.7375E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.736      0.7142E+06      0.7142E+06      0.7142E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.770      0.6936E+06      0.6936E+06      0.6936E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.804      0.6855E+06      0.6855E+06      0.6855E+06      0.0000E+00      0.0000E+00      0.0000E+00
