 #energy      xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
   1.306      0.1035E+05      0.1035E+05      0.1035E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.351      0.1038E+05      0.1038E+05      0.1038E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.396      0.1041E+05      0.1041E+05      0.1041E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.441      0.1044E+05      0.1044E+05      0.1044E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.486      0.1048E+05      0.1048E+05      0.1048E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.531      0.1051E+05      0.1051E+05      0.1051E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.576      0.1055E+05      0.1055E+05      0.1055E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.621      0.1059E+05      0.1059E+05      0.1059E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.667      0.1063E+05      0.1063E+05      0.1063E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.712      0.1067E+05      0.1067E+05      0.1067E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.757      0.1071E+05      0.1071E+05      0.1071E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.802      0.1076E+05      0.1076E+05      0.1076E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.847      0.1080E+05      0.1080E+05      0.1080E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.892      0.1085E+05      0.1085E+05      0.1085E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.937      0.1090E+05      0.1090E+05      0.1090E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.982      0.1096E+05      0.1096E+05      0.1096E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.027      0.1101E+05      0.1101E+05      0.1101E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.072      0.1106E+05      0.1106E+05      0.1106E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.117      0.1112E+05      0.1112E+05      0.1112E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.162      0.1118E+05      0.1118E+05      0.1118E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.207      0.1124E+05      0.1124E+05      0.1124E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.252      0.1131E+05      0.1131E+05      0.1131E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.297      0.1137E+05      0.1137E+05      0.1137E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.342      0.1144E+05      0.1144E+05      0.1144E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.387      0.1151E+05      0.1151E+05      0.1151E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.432      0.1158E+05      0.1158E+05      0.1158E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.477      0.1166E+05      0.1166E+05      0.1166E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.522      0.1174E+05      0.1174E+05      0.1174E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.567      0.1182E+05      0.1182E+05      0.1182E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.612      0.1190E+05      0.1190E+05      0.1190E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.657      0.1199E+05      0.1199E+05      0.1199E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.702      0.1208E+05      0.1208E+05      0.1208E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.748      0.1218E+05      0.1218E+05      0.1218E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.792      0.1228E+05      0.1228E+05      0.1228E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.838      0.1238E+05      0.1238E+05      0.1238E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.883      0.1248E+05      0.1248E+05      0.1248E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.928      0.1259E+05      0.1259E+05      0.1259E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.973      0.1270E+05      0.1270E+05      0.1270E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.018      0.1282E+05      0.1282E+05      0.1282E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.063      0.1294E+05      0.1294E+05      0.1294E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.108      0.1308E+05      0.1308E+05      0.1308E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.153      0.1321E+05      0.1321E+05      0.1321E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.198      0.1335E+05      0.1335E+05      0.1335E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.243      0.1350E+05      0.1350E+05      0.1350E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.288      0.1365E+05      0.1365E+05      0.1365E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.333      0.1381E+05      0.1381E+05      0.1381E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.378      0.1398E+05      0.1398E+05      0.1398E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.423      0.1415E+05      0.1415E+05      0.1415E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.468      0.1434E+05      0.1434E+05      0.1434E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.513      0.1453E+05      0.1453E+05      0.1453E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.558      0.1474E+05      0.1474E+05      0.1474E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.603      0.1495E+05      0.1495E+05      0.1495E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.648      0.1518E+05      0.1518E+05      0.1518E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.693      0.1541E+05      0.1541E+05      0.1541E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.738      0.1566E+05      0.1566E+05      0.1566E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.783      0.1592E+05      0.1592E+05      0.1592E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.829      0.1620E+05      0.1620E+05      0.1620E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.873      0.1650E+05      0.1650E+05      0.1650E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.918      0.1681E+05      0.1681E+05      0.1681E+05      0.0000E+00      0.0000E+00      0.0000E+00
   3.964      0.1716E+05      0.1716E+05      0.1716E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.009      0.1752E+05      0.1752E+05      0.1752E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.054      0.1790E+05      0.1790E+05      0.1790E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.099      0.1831E+05      0.1831E+05      0.1831E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.144      0.1875E+05      0.1875E+05      0.1875E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.189      0.1924E+05      0.1924E+05      0.1924E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.234      0.1975E+05      0.1975E+05      0.1975E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.279      0.2030E+05      0.2030E+05      0.2030E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.324      0.2091E+05      0.2091E+05      0.2091E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.369      0.2158E+05      0.2158E+05      0.2158E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.414      0.2230E+05      0.2230E+05      0.2230E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.459      0.2311E+05      0.2311E+05      0.2311E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.504      0.2400E+05      0.2400E+05      0.2400E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.549      0.2499E+05      0.2499E+05      0.2499E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.594      0.2609E+05      0.2609E+05      0.2609E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.639      0.2734E+05      0.2734E+05      0.2734E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.684      0.2877E+05      0.2877E+05      0.2877E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.729      0.3039E+05      0.3039E+05      0.3039E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.774      0.3228E+05      0.3228E+05      0.3228E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.819      0.3449E+05      0.3449E+05      0.3449E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.864      0.3712E+05      0.3712E+05      0.3712E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.909      0.4029E+05      0.4029E+05      0.4029E+05      0.0000E+00      0.0000E+00      0.0000E+00
   4.955      0.4421E+05      0.4421E+05      0.4421E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.000      0.4914E+05      0.4914E+05      0.4914E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.045      0.5556E+05      0.5556E+05      0.5556E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.090      0.6420E+05      0.6420E+05      0.6420E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.135      0.7636E+05      0.7636E+05      0.7636E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.180      0.9416E+05      0.9416E+05      0.9416E+05      0.0000E+00      0.0000E+00      0.0000E+00
   5.225      0.1201E+06      0.1201E+06      0.1201E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.270      0.1544E+06      0.1544E+06      0.1544E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.315      0.1963E+06      0.1963E+06      0.1963E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.360      0.2497E+06      0.2497E+06      0.2497E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.405      0.3111E+06      0.3111E+06      0.3111E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.450      0.3721E+06      0.3721E+06      0.3721E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.495      0.4159E+06      0.4159E+06      0.4159E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.540      0.4180E+06      0.4180E+06      0.4180E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.585      0.3745E+06      0.3745E+06      0.3745E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.630      0.3193E+06      0.3193E+06      0.3193E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.675      0.2927E+06      0.2927E+06      0.2927E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.720      0.3061E+06      0.3061E+06      0.3061E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.765      0.3553E+06      0.3553E+06      0.3553E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.810      0.4256E+06      0.4256E+06      0.4256E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.855      0.4805E+06      0.4805E+06      0.4805E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.900      0.4929E+06      0.4929E+06      0.4929E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.945      0.4849E+06      0.4849E+06      0.4849E+06      0.0000E+00      0.0000E+00      0.0000E+00
   5.990      0.4905E+06      0.4905E+06      0.4905E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.035      0.5351E+06      0.5351E+06      0.5351E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.080      0.6118E+06      0.6118E+06      0.6118E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.125      0.6810E+06      0.6810E+06      0.6810E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.171      0.7181E+06      0.7181E+06      0.7181E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.216      0.7313E+06      0.7313E+06      0.7313E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.261      0.7326E+06      0.7326E+06      0.7326E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.306      0.6884E+06      0.6884E+06      0.6884E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.351      0.5807E+06      0.5807E+06      0.5807E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.396      0.4426E+06      0.4426E+06      0.4426E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.441      0.3189E+06      0.3189E+06      0.3189E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.486      0.2334E+06      0.2334E+06      0.2334E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.531      0.1818E+06      0.1818E+06      0.1818E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.576      0.1530E+06      0.1530E+06      0.1530E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.621      0.1395E+06      0.1395E+06      0.1395E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.666      0.1359E+06      0.1359E+06      0.1359E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.711      0.1356E+06      0.1356E+06      0.1356E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.756      0.1341E+06      0.1341E+06      0.1341E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.801      0.1306E+06      0.1306E+06      0.1306E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.846      0.1271E+06      0.1271E+06      0.1271E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.891      0.1280E+06      0.1280E+06      0.1280E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.936      0.1296E+06      0.1296E+06      0.1296E+06      0.0000E+00      0.0000E+00      0.0000E+00
   6.981      0.1233E+06      0.1233E+06      0.1233E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.026      0.1107E+06      0.1107E+06      0.1107E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.071      0.9879E+05      0.9879E+05      0.9879E+05      0.0000E+00      0.0000E+00      0.0000E+00
   7.116      0.9076E+05      0.9076E+05      0.9076E+05      0.0000E+00      0.0000E+00      0.0000E+00
   7.162      0.8524E+05      0.8524E+05      0.8524E+05      0.0000E+00      0.0000E+00      0.0000E+00
   7.207      0.8082E+05      0.8082E+05      0.8082E+05      0.0000E+00      0.0000E+00      0.0000E+00
   7.252      0.7808E+05      0.7808E+05      0.7808E+05      0.0000E+00      0.0000E+00      0.0000E+00
   7.297      0.7755E+05      0.7755E+05      0.7755E+05      0.0000E+00      0.0000E+00      0.0000E+00
   7.342      0.7943E+05      0.7943E+05      0.7943E+05      0.0000E+00      0.0000E+00      0.0000E+00
   7.387      0.8416E+05      0.8416E+05      0.8416E+05      0.0000E+00      0.0000E+00      0.0000E+00
   7.432      0.9313E+05      0.9313E+05      0.9313E+05      0.0000E+00      0.0000E+00      0.0000E+00
   7.477      0.1088E+06      0.1088E+06      0.1088E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.522      0.1322E+06      0.1322E+06      0.1322E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.567      0.1551E+06      0.1551E+06      0.1551E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.612      0.1659E+06      0.1659E+06      0.1659E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.657      0.1768E+06      0.1768E+06      0.1768E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.702      0.2028E+06      0.2028E+06      0.2028E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.747      0.2331E+06      0.2331E+06      0.2331E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.792      0.2464E+06      0.2464E+06      0.2464E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.837      0.2566E+06      0.2566E+06      0.2566E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.882      0.2708E+06      0.2708E+06      0.2708E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.927      0.2696E+06      0.2696E+06      0.2696E+06      0.0000E+00      0.0000E+00      0.0000E+00
   7.972      0.2509E+06      0.2509E+06      0.2509E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.017      0.2404E+06      0.2404E+06      0.2404E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.062      0.2561E+06      0.2561E+06      0.2561E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.107      0.3057E+06      0.3057E+06      0.3057E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.152      0.3959E+06      0.3959E+06      0.3959E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.197      0.5170E+06      0.5170E+06      0.5170E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.242      0.6229E+06      0.6229E+06      0.6229E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.287      0.6629E+06      0.6629E+06      0.6629E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.332      0.6615E+06      0.6615E+06      0.6615E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.378      0.6690E+06      0.6690E+06      0.6690E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.423      0.6691E+06      0.6691E+06      0.6691E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.468      0.6527E+06      0.6527E+06      0.6527E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.513      0.6473E+06      0.6473E+06      0.6473E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.558      0.6444E+06      0.6444E+06      0.6444E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.603      0.6100E+06      0.6100E+06      0.6100E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.648      0.5700E+06      0.5700E+06      0.5700E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.693      0.5489E+06      0.5489E+06      0.5489E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.738      0.5431E+06      0.5431E+06      0.5431E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.783      0.5253E+06      0.5253E+06      0.5253E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.828      0.4959E+06      0.4959E+06      0.4959E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.873      0.4752E+06      0.4752E+06      0.4752E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.918      0.4842E+06      0.4842E+06      0.4842E+06      0.0000E+00      0.0000E+00      0.0000E+00
   8.963      0.5183E+06      0.5183E+06      0.5183E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.008      0.5557E+06      0.5557E+06      0.5557E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.053      0.6118E+06      0.6118E+06      0.6118E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.098      0.7094E+06      0.7094E+06      0.7094E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.143      0.8357E+06      0.8357E+06      0.8357E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.188      0.9164E+06      0.9164E+06      0.9164E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.233      0.9012E+06      0.9012E+06      0.9012E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.278      0.8483E+06      0.8483E+06      0.8483E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.323      0.8099E+06      0.8099E+06      0.8099E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.368      0.7982E+06      0.7982E+06      0.7982E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.414      0.8402E+06      0.8402E+06      0.8402E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.459      0.9536E+06      0.9536E+06      0.9536E+06      0.0000E+00      0.0000E+00      0.0000E+00
   9.504      0.1119E+07      0.1119E+07      0.1119E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.549      0.1246E+07      0.1246E+07      0.1246E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.594      0.1282E+07      0.1282E+07      0.1282E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.639      0.1258E+07      0.1258E+07      0.1258E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.684      0.1230E+07      0.1230E+07      0.1230E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.729      0.1229E+07      0.1229E+07      0.1229E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.774      0.1254E+07      0.1254E+07      0.1254E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.819      0.1271E+07      0.1271E+07      0.1271E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.864      0.1249E+07      0.1249E+07      0.1249E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.909      0.1191E+07      0.1191E+07      0.1191E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.954      0.1147E+07      0.1147E+07      0.1147E+07      0.0000E+00      0.0000E+00      0.0000E+00
   9.999      0.1146E+07      0.1146E+07      0.1146E+07      0.0000E+00      0.0000E+00      0.0000E+00
  10.044      0.1131E+07      0.1131E+07      0.1131E+07      0.0000E+00      0.0000E+00      0.0000E+00
  10.089      0.1089E+07      0.1089E+07      0.1089E+07      0.0000E+00      0.0000E+00      0.0000E+00
  10.134      0.1056E+07      0.1056E+07      0.1056E+07      0.0000E+00      0.0000E+00      0.0000E+00
  10.179      0.1032E+07      0.1032E+07      0.1032E+07      0.0000E+00      0.0000E+00      0.0000E+00
  10.224      0.9979E+06      0.9979E+06      0.9979E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.269      0.9255E+06      0.9255E+06      0.9255E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.314      0.8165E+06      0.8165E+06      0.8165E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.359      0.7204E+06      0.7204E+06      0.7204E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.404      0.6699E+06      0.6699E+06      0.6699E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.449      0.6570E+06      0.6570E+06      0.6570E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.495      0.6648E+06      0.6648E+06      0.6648E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.540      0.6815E+06      0.6815E+06      0.6815E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.585      0.7057E+06      0.7057E+06      0.7057E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.630      0.7272E+06      0.7272E+06      0.7272E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.675      0.7608E+06      0.7608E+06      0.7608E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.720      0.8132E+06      0.8132E+06      0.8132E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.765      0.8412E+06      0.8412E+06      0.8412E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.810      0.8416E+06      0.8416E+06      0.8416E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.855      0.8334E+06      0.8334E+06      0.8334E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.900      0.7807E+06      0.7807E+06      0.7807E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.945      0.6943E+06      0.6943E+06      0.6943E+06      0.0000E+00      0.0000E+00      0.0000E+00
  10.990      0.6315E+06      0.6315E+06      0.6315E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.035      0.6293E+06      0.6293E+06      0.6293E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.080      0.6935E+06      0.6935E+06      0.6935E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.125      0.7791E+06      0.7791E+06      0.7791E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.170      0.7988E+06      0.7988E+06      0.7988E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.215      0.7410E+06      0.7410E+06      0.7410E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.260      0.6751E+06      0.6751E+06      0.6751E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.305      0.6415E+06      0.6415E+06      0.6415E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.350      0.6212E+06      0.6212E+06      0.6212E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.395      0.6162E+06      0.6162E+06      0.6162E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.440      0.6399E+06      0.6399E+06      0.6399E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.485      0.6674E+06      0.6674E+06      0.6674E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.530      0.6697E+06      0.6697E+06      0.6697E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.575      0.6648E+06      0.6648E+06      0.6648E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.620      0.6644E+06      0.6644E+06      0.6644E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.665      0.6548E+06      0.6548E+06      0.6548E+06      0.0000E+00      0.0000E+00      0.0000E+00
  11.711      0.6524E+06      0.6524E+06      0.6524E+06      0.0000E+00      0.0000E+00      0.0000E+00
