#K-Path   X-component    Y-component   Z-component    Total        |  X-real         X-imag         Y-real         Y-image        Z-real         Z-imag
#Square of TDM (in Debye^2)                                        |  TDM-vector (in Debye)
 0.000   0.224294E+01   0.233303E+01   0.650921E+00   0.522689E+01  -0.816694E+00   0.750169E+00   0.129953E+01   0.118936E+00  -0.558220E+00  -0.878479E+00
 0.030   0.308473E+01   0.159714E+01   0.210880E+00   0.489274E+01   0.551511E+00  -0.555069E+00  -0.144073E+01  -0.104501E+01   0.275708E+00  -0.557243E+00
 0.060   0.196473E+01   0.813953E+00   0.573357E+00   0.335204E+01  -0.556788E+00  -0.452109E+00  -0.122399E+01   0.341435E+00   0.340240E+00  -0.840458E+00
 0.090   0.224713E+01   0.518151E+00   0.405427E+00   0.317071E+01  -0.111019E+01  -0.494951E+00  -0.510775E-01   0.100986E+01  -0.180113E-02   0.425219E+00
 0.120   0.193545E+01   0.242861E+00   0.119278E+01   0.337109E+01   0.117762E+01   0.102430E+00  -0.573266E+00  -0.395664E+00   0.525010E+00  -0.143785E+01
 0.150   0.128329E+01   0.562832E-01   0.199093E+01   0.333051E+01   0.425234E+00  -0.773585E+00   0.187488E+00  -0.264805E+00  -0.143964E+01  -0.117010E+01
 0.179   0.304366E+01   0.396794E+00   0.552763E+00   0.399322E+01   0.899200E+00  -0.186779E+01   0.457797E+00   0.160858E+00   0.691229E-01  -0.100757E+01
 0.209   0.328658E+01   0.543765E+01   0.256570E+01   0.112899E+02   0.183317E+01   0.168612E+01  -0.211050E+01   0.286916E+00   0.114427E+01  -0.192731E+01
 0.239   0.228138E+01   0.454705E+01   0.256550E+01   0.939393E+01   0.181622E+01  -0.867536E+00   0.580333E+00  -0.136261E+01   0.154339E+01  -0.668802E+00
 0.269   0.206296E+01   0.632952E+01   0.337260E+01   0.117651E+02  -0.199720E+00   0.989329E+00  -0.116648E+01   0.305454E+01  -0.215169E+01   0.112062E+00
 0.299   0.376680E+01   0.765537E+01   0.281717E+01   0.142393E+02   0.504557E+00  -0.264862E+01   0.658146E+00   0.605602E+00  -0.122953E+01  -0.777213E+00
 0.329   0.245454E+01   0.577055E+01   0.432103E+01   0.125461E+02  -0.170910E+00   0.158468E+01   0.770403E+00   0.243126E+01  -0.114929E+01   0.163466E+01
 0.359   0.293146E+01   0.731207E+01   0.463252E+01   0.148761E+02  -0.510352E+00  -0.274205E-01  -0.339314E+01  -0.161447E+01   0.423616E+00  -0.252850E+01
 0.389   0.389455E+01   0.728343E+01   0.447705E+01   0.156550E+02  -0.247904E+01  -0.120474E+01  -0.521529E+00  -0.419705E+00  -0.153755E+01   0.556662E+00
 0.419   0.411558E+01   0.824465E+01   0.449497E+01   0.168552E+02   0.658821E+00   0.178169E+01  -0.193720E+00   0.316581E+01  -0.124872E+01   0.106722E+01
 0.449   0.411578E+01   0.716089E+01   0.555293E+01   0.168296E+02   0.261877E+00   0.272206E+01  -0.562778E+00  -0.110757E+01   0.227622E+01   0.763888E+00
 0.478   0.447601E+01   0.802002E+01   0.512013E+01   0.176162E+02   0.213876E+01   0.241723E+00   0.254029E+01   0.140211E+01   0.719371E+00   0.139040E+01
 0.508   0.766851E+01   0.134384E+02   0.262065E+01   0.237276E+02  -0.213845E+01  -0.148730E+01   0.281847E+01  -0.284827E+01   0.976660E+00   0.194063E+01
 0.538   0.420508E+01   0.657556E+01   0.621931E+01   0.170000E+02   0.275469E+01  -0.845788E+00   0.429016E+00   0.105926E+00   0.122109E+01  -0.145565E+01
 0.568   0.388539E+01   0.657470E+01   0.634591E+01   0.168060E+02  -0.188041E+01   0.117776E+00  -0.273783E+01   0.420565E+00  -0.168509E+01  -0.123185E+01
 0.568   0.513363E+01   0.858407E+01   0.509740E+01   0.188151E+02  -0.140712E+01   0.185946E+01  -0.271275E+01   0.119160E+01  -0.148638E+01  -0.435115E+00
 0.579   0.345556E+01   0.591470E+01   0.719745E+01   0.165677E+02   0.318213E+00  -0.159420E+01  -0.903704E+00   0.263463E+01  -0.310614E+01  -0.119471E+01
 0.589   0.619051E+01   0.102294E+02   0.458417E+01   0.210041E+02  -0.518415E+00   0.262607E+01  -0.181378E+01  -0.247900E+01   0.279843E+01  -0.295312E+00
 0.600   0.296638E+01   0.479871E+01   0.770515E+01   0.154702E+02  -0.163062E+01   0.118205E+01   0.185107E+01  -0.106447E+00   0.152094E+00   0.309655E+01
 0.610   0.699459E+01   0.114579E+02   0.381977E+01   0.222722E+02   0.187675E+01   0.207277E+01  -0.325522E+01   0.606770E+00   0.943211E+00  -0.244254E+01
 0.621   0.684446E+01   0.116600E+02   0.368487E+01   0.221893E+02   0.126414E+01  -0.150190E+01   0.275416E+01   0.312467E+01  -0.208075E+01   0.148209E+01
 0.632   0.488009E+01   0.842590E+01   0.550146E+01   0.188074E+02   0.709427E+00   0.946147E+00  -0.680821E+00   0.377313E+01  -0.247538E+01   0.484715E+00
 0.642   0.387600E+01   0.579840E+01   0.694127E+01   0.166157E+02  -0.226080E+01  -0.847889E+00  -0.171814E+01  -0.590307E+00  -0.182609E+01  -0.768665E+00
 0.653   0.304979E+01   0.535684E+01   0.751497E+01   0.159216E+02  -0.470312E+00   0.217166E+00   0.275253E+01   0.168020E+01  -0.856685E+00   0.311620E+01
