Bi,Cl,Cs
-2.8021967534416223,-0.9677996803608552,-3.980987601220722
-2.8762028547490095,-0.9680697182517247,-3.9308400866765214
-2.440424598987143,-1.1810859893488461,-3.582310110559735
-1.7269513462870196,-1.389253545687474,-3.4334562766772674
-2.087871540595482,-1.3198583257880274,-3.4010284735032985
-2.7079527035954847,-1.0711432958468072,-3.733786121326958
-1.7106895722396112,-1.3143903963437928,-3.6688869074065833
-2.812105708150445,-1.0277270671228877,-3.7945994711287425
-3.4385163305211033,-0.8622090248608781,-3.873546516334332
-3.200369525380769,-0.9041213291006821,-3.906574140375143
-3.2900330787084666,-0.8999972752126074,-3.859170599820902
-3.794383055567208,-0.6807270768264863,-4.180747877073438
-3.3178533977751274,-0.8207692844825774,-4.078307692633219
-3.4347851103490417,-0.8541142434539577,-3.900318340669801
-3.4502089229090007,-0.7219652392966922,-4.286482811434959
-4.111960852463155,-0.6282363555649301,-4.126501509594141
-4.46522814174614,-0.4718461042980796,-4.360160737206036
-4.152216750133886,-0.5186351394924426,-4.428467892697783
-3.9009506484099203,-0.7278408863164311,-3.9683613867084624
-4.572308349649285,-0.4943701197688706,-4.2212018855249
-4.032000663199935,-0.6809421881561819,-4.0216908046625335
-3.5930913826611817,-0.78403032909717,-4.0050325688654045
-4.1296474520505315,-0.5635296278005475,-4.3088306264957055
-4.210809534890558,-0.5797887015970952,-4.205945349879379
-4.122228574519213,-0.5489948650550317,-4.357380833086465
-4.774740116176829,-0.3764268322860818,-4.440077236954904
-5.214294162072185,-0.24451403191806098,-4.542779607462062
-5.21757657803563,-0.14373944376294526,-4.842915094618446
-5.828184636914168,-0.07318112225469675,-4.647518019890834
-4.673293235386148,-0.3640383008311126,-4.544874085180265
-5.312043629966846,-0.09930113155209916,-4.913251996630174
-5.654255577250869,-0.15067301421372156,-4.5309950504559575
-4.479445122229712,-0.36819967593048575,-4.661622035319771
-3.872401430518772,-0.578003222748695,-4.436907189339102
-4.301963711217981,-0.5412653105191116,-4.26074607222838
-3.7454945559748607,-0.6210788904456584,-4.392284769277487
-4.474062457241454,-0.4850006235127594,-4.314807635898455
-4.213949875449484,-0.5185634699429509,-4.387527484469193
-4.308897420356185,-0.45654672810300445,-4.5102793467178985
-4.241667134635454,-0.4788038453106292,-4.488328185575511
-3.784973950724266,-0.7239911294468024,-4.0572284557744505
-3.3165789227268085,-0.7912182658391678,-4.167810398595659
-4.051731419606423,-0.583015997074164,-4.302315540304261
-5.06979710790746,-0.30111535623898517,-4.46930700394244
-4.357089911007558,-0.4178692288308175,-4.594183517433544
-4.520324550157926,-0.3864504800228703,-4.5796166710904735
-5.347800460006063,-0.1783880841418616,-4.652153252168076
-5.344696421116777,-0.23005307241194625,-4.499227646617345
-4.810127759177119,-0.2538823582495524,-4.784118897064299
-5.745686916869048,-0.016969499274696626,-4.871151368860913
-4.83954809079254,-0.3047488688836462,-4.611905810751736
-5.214257262368127,-0.25902422107075435,-4.499273639806688
-4.974661641210832,-0.36655829562108483,-4.336401830260559
-4.700856634948781,-0.3634492708875957,-4.528265575302394
-4.1774398133388235,-0.4854535177623344,-4.51119738241815
-5.109833343447552,-0.29779592078732436,-4.4525744866040275
-5.61319325430999,-0.06929123166962789,-4.8025152800488256
-4.777274429970323,-0.3608848991981154,-4.485013493689808
-4.456595537844487,-0.3753766965375844,-4.655324029755291
-5.308660390354905,-0.15926253457503653,-4.7356232806359895
-5.760332800540211,-0.10516953590498841,-4.596787336522596
-5.932109727525984,-0.0172481813214619,-4.746033448949326
-5.131881973118514,-0.293754871713998,-4.4499985473766985
-5.063171274959493,-0.2560429268442786,-4.60894151409187
-5.852120605894277,-0.056420274571783335,-4.681843250286167
-5.437103332844269,-0.2208920546694587,-4.46510609202648
-4.718554649482701,-0.3494412615423926,-4.558490926982057
-5.567289726254283,-0.1548286561969562,-4.576505358503978
-5.599705283608661,-0.0002870999099998145,-5.018519655795261
-5.449040515244455,-0.1721442186216766,-4.603391478569703
-5.052767211866374,-0.22638489948007898,-4.7048516382465495
-5.503942120178304,-0.0728049338089452,-4.864808263051997
-5.609527926855645,-0.07855507629024049,-4.777167297823218
-5.885668073358016,-0.004815492347936853,-4.8142926186485475
-5.775616672132585,-0.07523574552618344,-4.676399459930763
-5.583076567160154,-0.07892430500026773,-4.79369385149013
-5.347333537024432,-0.20759933250217294,-4.564830789074896
-5.7291920975319846,-0.11362800608399184,-4.592172394657736
-5.2883863327263665,-0.20035923077911444,-4.625849230442781
-4.9697247751882605,-0.3707483482336015,-4.327122916438058
-4.537446203291398,-0.3743812129890409,-4.604410036769647
-5.49799450502426,-0.1768825782919083,-4.556540406372471
-5.898240860009945,-0.04852519412917978,-4.674781655536866
-4.995071803949036,-0.225434841461284,-4.746165417581159
-5.339772973076973,-0.24538885457365292,-4.456502598825428
-5.549969930569593,-0.01577240795034807,-5.0052206337002625
-5.4737163789695,-0.20140949925476131,-4.499145060853752
-4.793337720909254,-0.3728284596345023,-4.438473951754692
-4.510571163965568,-0.36640577859220635,-4.646253032844038
-5.739055238410939,-0.11726346305703576,-4.5746905964859685
-5.685275441602304,-0.09472423982608089,-4.678161464051257
-4.972484748665839,-0.20946411381793723,-4.809135637366664
-5.182858581903859,-0.17079818719343046,-4.784884195081505
-4.96770983932235,-0.3134873057091047,-4.500249334588821
-5.422355834930363,-0.07670890895151466,-4.90748719445625
-5.397024774285863,-0.10752352644623699,-4.831930715735082
-4.880699730297207,-0.24613173821377338,-4.7603227764249105
-4.9734470039549015,-0.37064020054089436,-4.324965873671752
-5.174629012128479,-0.13648993267958012,-4.893295338473309
-5.303110502893909,-0.24868313964981337,-4.471061390385656
-4.190408133245932,-0.4615798727991837,-4.574172770702862
-4.577688416658625,-0.4787473852808328,-4.264483377649453
-5.381433192459976,-0.19727646834015408,-4.573066277937255
-5.565933250615196,-0.031767554918404405,-4.946592979432357
-5.275079123749797,-0.1321692685460319,-4.839290589793076
-5.4704939268110975,-0.2072899292678867,-4.48365207225331
-4.5070751966235605,-0.35735092515952604,-4.67574823803675
-4.857383211807984,-0.368574484784609,-4.408538882371886
-5.501920759369184,-0.16108354687562676,-4.6013199977246995
-5.324908058632341,-0.22966571944786818,-4.5135819471658705
-5.153567062330437,-0.1994386121180163,-4.718490600023362
-5.9195670223070795,-0.0036621287515651055,-4.795153410138287
-5.732051263748237,-0.0943897961947667,-4.647980913514577
-4.792261237821128,-0.2793816906698304,-4.719531914040791
-5.08994817755762,-0.33862758458997805,-4.343336272456021
-4.266988025417849,-0.5684721360083647,-4.202442719627375
-4.434020668156718,-0.3868374758298333,-4.635991605003723
-4.479547360931796,-0.4073620551964325,-4.544066738387207
-4.0303996516529565,-0.6422799845920328,-4.1387447563863
-4.182068924524978,-0.5112073759753608,-4.430849733654967
-5.079471991501778,-0.30070940078810116,-4.4640749478988795
-3.8511681506974993,-0.5832653050121547,-4.435276462429571
-3.548773399744868,-0.8200571420522837,-3.9264974519442726
-4.116907166048946,-0.6143587130769583,-4.1648368946675305
-4.327267413298313,-0.5368798808128846,-4.25703322662684
-3.8619498679003894,-0.6530315223575633,-4.218789998924753
-3.0137225917277406,-0.8870397948705265,-4.082250032167629
-2.9247236734556337,-0.8985586364974052,-4.107026119468397
-3.4417624689728608,-0.8144454868151567,-4.014673038170325
-3.3366188332180293,-0.7477082002251907,-4.28498065511011
-3.829317991221552,-0.7418862709587439,-3.9739803375737695
-3.5541637506726005,-0.7555925460258297,-4.1162976727384795
-3.5088779485749924,-0.7553701750412972,-4.147155320423815
-3.305564453215065,-0.8836762568245431,-3.897779405314029
-2.259469012091671,-1.1575868434714853,-3.7734446061221325
-3.1381305139110944,-0.9352559901089524,-3.854662831663448
-3.258865320564085,-0.9456543424529067,-3.742977903529592
-3.237110488774884,-0.8898280360398912,-3.9249600439614394
-3.7275298970636053,-0.7830413469580128,-3.9183738390145932
-3.082281661288054,-0.8811078047635181,-4.054339956115111
-2.887825724724638,-1.0444567527438355,-3.6939304032164366
-3.3761639922462408,-0.8188124132068411,-4.045304576813018
-3.617301755312052,-0.7914624502806681,-3.966595956880997
-2.442469617593898,-1.070141026358176,-3.913781653793908
-3.31011606287453,-0.9001106227960175,-3.8454419009599636
-2.551033682459476,-1.0858480567423525,-3.79428451939766
